merchant_id,created_at,category
d8d309cf-bc0a-4e2b-bc1f-37016bc746bd,2026-06-06T10:22:15.058432,travel
155a8312-7d8a-4d9e-bb65-6888fd65d0f1,2026-07-16T07:27:27.884026,travel
86b99072-6fe2-4f9f-b139-dce52646d72a,2026-06-13T15:03:54.666326,digital
4c155bba-7fa0-4224-9aaf-25cf342d3c0a,2026-05-30T09:00:14.484828,retail
6401688d-f155-446d-8a7c-ba9edd926be6,2026-07-03T07:45:32.705449,travel
4a5bd0dd-5427-416c-8705-cc79e27583e7,2026-05-05T18:07:15.776090,digital
6cbe43db-3953-4eeb-9310-b26781aa75b6,2026-06-14T17:22:29.420847,food
2ce1c837-4add-4d7c-813c-4931b40d4b17,2026-05-13T20:26:15.491828,digital
01da96c0-7e8f-438b-9825-8dee7ef953a1,2026-06-10T19:26:42.228755,digital
f79a553e-d8fa-4bb5-847c-e3c80f34875c,2026-07-24T09:37:28.085194,digital
bca97de4-b610-4f34-a806-dd53569094c2,2026-07-01T19:55:44.323010,digital
a0142867-7b0f-4a6f-b8ce-f65943f35e61,2026-06-06T04:32:13.598529,digital
fc0c2957-bed0-463c-8007-4b7196fbac51,2026-05-28T15:37:15.650591,travel
2a672760-1cc2-4dad-9005-7fa303b270e3,2026-06-05T20:32:39.219492,travel
6fb6cf9c-0da3-433f-89e3-99137c476576,2026-06-20T03:39:50.127607,travel
c9cb01a1-18fd-4819-84ef-4608b73d7a96,2026-07-01T21:32:58.933793,travel
37789a32-0fed-4a25-944c-93211c458c5f,2026-07-09T23:15:55.005527,digital
b6210afd-79c2-4ff6-ad48-222d24bc4f60,2026-05-03T19:38:33.431645,travel
4ac5e248-d823-48fc-970b-5abe1c05c7d1,2026-05-22T14:42:07.477276,retail
a3ab6845-a3b4-4bbc-ba8a-2a797490ac08,2026-05-23T23:58:26.242419,digital
dd16f4a5-1758-4007-af97-e57d1ec5cfdc,2026-07-13T01:22:18.625221,digital
6158365f-31c9-4ea5-af51-18d981bac042,2026-07-10T06:42:45.633269,retail
76209e9c-d8db-475e-a004-a45e72b8037c,2026-06-06T12:10:16.963523,food
143bfad0-c744-4fbf-8a7f-268b02e17de5,2026-05-05T03:52:47.689566,travel
33341aca-96a5-4745-8cbc-33a9ccbd157f,2026-06-27T20:25:38.235295,food
d4093d94-4303-4814-90fa-108a78e45b34,2026-05-10T02:07:35.737532,retail
08b6909a-9f34-4e2b-9971-0ed60a79f212,2026-05-29T06:54:31.020503,travel
19f9f713-746c-4c5d-b1a1-c40194abdf87,2026-04-27T20:19:29.019984,food
0caf7d80-9332-4a52-a1e7-4f9ae6c77f29,2026-06-24T23:35:52.190295,digital
992f0c15-d8ca-4b19-b137-706d311f72ca,2026-06-01T13:55:04.198156,retail
4a6bbc18-35a0-4349-b1f6-7ad09d99b8c1,2026-06-22T15:48:04.561159,digital
7cd2c665-ad81-4caf-b683-535aaec4046d,2026-07-05T08:47:11.025589,retail
212c0dbb-d241-4125-b2ad-c04422f40822,2026-07-12T11:08:59.688594,digital
4950ddc8-64f2-4fa9-bbc4-dbbd9820f541,2026-06-12T21:52:55.671546,digital
455f9d0d-7686-4cc0-950e-db507391b354,2026-05-11T12:47:39.498082,travel
f093390c-4201-4f9c-bfe1-4247a8684b12,2026-06-14T08:19:36.184070,retail
8be42477-64a7-414e-b66d-1e4b57f051b1,2026-07-02T15:54:41.879007,food
e9add5cb-1166-45e7-959d-864768b0c455,2026-05-12T18:28:15.282514,digital
6a924565-b6db-4e28-a8fb-d089cfea8014,2026-05-01T10:57:11.352432,travel
7b28c23f-25eb-45da-a84c-b89beea4052f,2026-06-27T12:49:23.075540,food
1210c3e0-3325-43ed-9cd5-ee2376aacf0d,2026-07-09T10:46:41.339202,food
d2d1d783-1040-429a-937e-c98593dee758,2026-07-14T23:11:43.517712,retail
9d1cc240-7564-4746-9771-5f840eafa358,2026-06-29T20:38:49.104015,digital
824f6093-6a8f-42c7-8323-6c7837056295,2026-07-21T00:49:14.965529,retail
ba8063a0-1f2f-4ca0-8684-cebf4c34759c,2026-05-22T16:01:18.030884,food
91ddae6b-6849-4e5e-9ace-faab802b33db,2026-06-24T05:06:54.569434,travel
63b45cf2-3cd7-4f4a-b302-227ecbd77df8,2026-06-01T01:14:25.559808,food
17f97041-db24-4017-8a0f-b3eedf6a6a0c,2026-04-28T08:07:49.644164,digital
165b84b2-3e20-45c5-a147-207914cebf9b,2026-06-29T21:24:13.310675,retail
734989d6-c8c5-4bd9-8a45-db3fdf9c8a4a,2026-05-17T11:05:48.450732,digital
94843a79-903d-4494-b6c1-ed3ca97337ca,2026-05-10T08:41:38.486809,travel
7ffa3c87-2b25-46a5-a342-901fc26bab99,2026-04-28T22:03:04.204794,food
f3137b27-d285-444e-98a2-80807f0a6f3b,2026-05-01T07:16:27.726453,digital
575d1754-bd1d-4231-a2c7-3346014e8ee3,2026-06-15T12:39:08.083442,digital
e658a7b3-e170-4188-9173-d87baf9a0d1e,2026-04-28T14:54:07.949223,digital
15a4f68d-a63a-4b55-a620-156f4690ba34,2026-06-10T13:36:39.408982,travel
12c81c7b-92c7-409f-bba9-b1b77de57527,2026-07-09T07:59:58.520122,retail
3511efd8-61fb-4e7f-bd28-f7db3644fd5f,2026-05-03T07:58:59.184549,digital
50e23423-50d0-4f52-abf5-93c002d8cb45,2026-06-13T09:35:57.855171,food
aebed188-5f75-4233-8cb9-32043c84d6ce,2026-06-01T18:24:00.960160,retail
5bce949c-177b-4572-9a28-f79a73c76aa9,2026-07-07T20:22:55.783928,digital
eb8f8962-5d9d-4073-970d-fd9725520291,2026-06-22T06:15:08.764778,travel
76dd985f-5adf-49f4-a802-1baba0ed35f9,2026-05-21T08:15:15.135529,retail
a6d7fd49-b423-4105-b2e6-8e392b091ae4,2026-05-14T23:49:38.675265,travel
0942c8d5-74a1-48a7-8a4e-914367c8744f,2026-05-31T15:30:00.335275,retail
fc0b6643-7152-421d-957c-5847beacadf5,2026-05-14T22:50:24.033970,travel
5fce4369-b50b-4e85-b029-d27cc249e1e3,2026-06-04T14:37:09.373931,food
e3dd34df-802d-4af7-ac41-9176d9d8faf0,2026-07-17T21:33:38.922686,digital
60c4d531-3e16-41a5-919b-d40c2fbc612a,2026-05-24T19:26:24.140432,digital
7720327b-52c1-4a8b-9ac8-ec51d2c521b7,2026-06-03T16:23:41.322783,travel
22a2b965-2405-4abe-8d4d-ee13d0cb1b89,2026-07-14T16:18:33.029348,travel
0a51c00e-07fe-4f53-87c1-4a59672921fa,2026-06-17T22:07:45.479382,food
225cdbf0-df5d-41a1-991a-9647eecaffe9,2026-05-31T14:21:01.994962,travel
f4de120b-7398-435d-9b9e-d1adb92ccc6b,2026-07-14T11:59:33.073542,food
8dc6d1d0-9f01-4513-bb24-323bf3beba15,2026-05-26T10:42:06.866259,travel
090b5590-6125-443d-a8e2-c1ed7a6dfdbf,2026-07-23T12:05:18.405700,travel
64b9472b-117b-4577-9524-7be5eaf42df2,2026-05-01T07:06:05.277333,travel
3e4ecc18-cf12-4487-ace0-9bfa6ae433b6,2026-04-28T14:45:04.476970,travel
970a8a79-3f2c-4f15-abfe-01bb0bc24f78,2026-07-02T15:46:04.090190,travel
60dab45c-5678-43de-8b0a-ee1fe7fd6187,2026-05-18T01:56:31.385749,travel
46881898-68ea-49db-91b8-5198b8b00828,2026-04-30T13:36:20.070547,retail
ad8fa38e-82fb-40cb-87ff-e0b8edf0c38a,2026-06-29T07:01:30.207801,travel
5a6c5f0e-1f69-4aaa-b463-801caf508409,2026-06-10T01:36:23.169913,retail
963a7c69-0c6a-44b5-bcca-6a6806136e90,2026-07-18T12:08:04.450038,retail
4a321218-5ffc-46f3-a5e8-a2e05751dbdf,2026-06-03T12:25:50.056446,retail
0b29db12-45b1-4e13-bf6f-7a2577107ecc,2026-07-10T02:41:38.152081,travel
f861ae09-d3a8-4b37-a628-c2628a0e72d3,2026-07-03T02:41:18.059190,travel
de9e2928-f4ac-47cb-8b8e-03cd6b1c7370,2026-05-14T10:16:45.549556,food
348721fd-9967-4246-8357-23d2b1a49f43,2026-06-03T13:59:34.480647,travel
ee48ba92-8282-4ca9-a9bf-f33de977d9b4,2026-05-25T20:06:10.585567,retail
4359660e-68ca-41ab-95de-05aa60d62360,2026-07-03T00:53:06.044001,food
ef5920a3-3906-4895-88f6-416709e7f7ef,2026-07-22T01:42:40.332399,digital
5716103a-aa9a-4480-b521-8ba29e0ef531,2026-06-29T01:28:39.931943,travel
df5f3d75-cea0-499a-bec2-971e780fa86a,2026-06-22T00:28:52.031939,travel
7cf21248-74e3-4cff-9ec1-336c9c16c8bd,2026-04-27T12:41:54.565551,food
a97e6f30-9d78-4275-9e98-239dee5bfe9d,2026-04-28T10:40:00.985752,food
1f01c582-5768-4a7d-887d-688fb58eaba9,2026-05-22T23:30:10.004439,food
41606ba6-3659-4888-8724-9218bff9b8c6,2026-06-09T20:52:38.798326,digital
8e74320a-87ef-41cd-a71b-4b2a949e38bc,2026-07-22T18:49:37.508260,digital
9568d7f4-66b9-4384-a21b-25823c57d19b,2026-06-13T06:52:40.780833,retail
60815f91-aade-43ba-ae8e-2ae735c5525f,2026-06-05T17:49:36.623697,food
bae3894d-5ac9-4c41-883c-706aadb969ea,2026-05-10T10:25:47.647887,food
9a843b80-0dde-4c07-8e0b-9a9180685426,2026-07-18T09:51:00.536427,digital
12603ebb-e576-4bef-b54b-cc4f8a43c2a6,2026-05-12T07:04:22.436143,retail
4ba47f48-52a3-4e86-a8dc-2a85fff9ea5e,2026-05-02T23:34:02.641983,digital
9fc54328-329e-42d4-b5a3-4efaa77c8c6d,2026-07-19T22:37:32.856751,retail
33b5d0d0-15ba-449b-a2cd-9df14ea9f287,2026-06-27T14:20:38.391703,retail
5dda59f2-3eb7-4aca-a4ed-3382b2f82b6b,2026-06-18T04:02:59.310257,food
90e9b643-1f69-459a-9e25-ab7f6730bb17,2026-07-11T15:42:01.653218,digital
67dfa26f-8e31-4a86-b163-f0318f23826a,2026-07-21T19:46:26.367061,food
55fedbff-5976-4678-9106-c70d584d2fd7,2026-06-07T15:58:29.848354,retail
a8b80dd8-da15-4fd2-8554-a595e8a809bf,2026-07-23T22:35:40.123749,travel
d507f2b5-9689-47f0-addf-edef8eebc6bc,2026-07-20T04:52:20.424174,retail
9a5945c9-f0b2-463f-8101-9c37822f09c7,2026-06-20T13:35:21.321357,retail
03ca0cd4-7ae9-4850-a5f7-91bcd9b9ee25,2026-05-15T21:58:05.463048,travel
ede12122-9ba5-430d-a299-ed71775f3465,2026-05-04T07:54:50.833500,retail
cfcd8c83-79ab-4cb3-8025-07ce80e8db85,2026-06-12T21:02:40.746263,retail
3ce238fa-4197-4536-b5cf-23f5266d5cd4,2026-06-26T09:15:04.801371,food
32bf28ca-a3b8-4b9e-b5f6-824ba7999a1d,2026-06-30T14:23:24.252997,digital
a4b74721-6a36-465c-bd00-08552651d154,2026-06-04T05:32:21.299719,retail
02ed8e3a-daa5-4c3f-80ed-d6420bd91bbf,2026-07-20T14:47:36.395040,food
49463452-6ea3-4169-a24b-2fd105f2f310,2026-05-17T14:10:23.969751,digital
e80acfec-67a9-472a-8270-eb7b87ad9a67,2026-07-07T08:07:35.421534,retail
864a4c9e-5db6-418d-b3c4-cd1df6dd979d,2026-05-28T09:03:49.764655,retail
9982e4cf-86d2-49b9-b892-7f6f662ec9ac,2026-07-16T23:18:52.011662,food
715279fc-4e0f-421c-a451-9bf73d65bc3c,2026-05-01T10:46:05.680976,food
dd3bf341-aa95-46ba-96cf-04f2c80982e5,2026-06-20T05:27:47.737520,retail
25dc0aa0-1475-4433-aa3c-e31251204828,2026-05-28T15:43:27.412114,travel
dd3b02c5-465b-4680-9b26-c2074f3bce00,2026-05-12T00:31:24.696497,digital
7e6d5018-ee33-40a9-8cbe-8c25793f123c,2026-07-25T10:31:59.443552,digital
d8392621-4d87-4f61-840e-0df9fc6f3e2b,2026-05-02T10:41:38.190099,digital
39206efd-ba44-4adc-ba19-340892f328a6,2026-07-22T20:39:04.101586,retail
3440a739-9744-43eb-9f01-d8d0ce27b731,2026-06-07T06:21:40.924747,digital
d13548be-4a34-4e36-ae2f-8f0b6e729fe3,2026-05-12T20:09:42.416287,digital
b039ef7c-bbc8-490a-a08f-789886c4a25a,2026-06-26T12:16:54.497717,food
9b02a3eb-2046-4f1a-b43e-fec818e09363,2026-05-08T11:13:30.258491,food
6a2bc1ea-7ff0-46bb-aac4-d61bf3412374,2026-07-02T12:52:40.483001,travel
945dfd38-f097-4cfd-bc14-6c875e3f1018,2026-06-06T20:37:40.686959,food
693609de-9848-4b93-bee1-0d1ba3d4f96e,2026-05-14T12:03:04.795137,digital
3576c8f8-cf8a-496c-a06a-f549460cc020,2026-05-24T16:00:43.320239,digital
7c5f7279-da0b-4acc-b75f-9134e50720b6,2026-07-25T07:02:45.704136,travel
2f6f2875-c9be-4ad6-8b1d-0b38a15389d6,2026-05-22T00:52:38.684765,food
3e91a6f1-9d21-4a23-af02-04344c358829,2026-06-12T20:40:44.913851,food
943d4473-f617-4ac0-8c0d-eca130fc1673,2026-06-03T05:04:25.062766,digital
bfa8f67f-bee6-447e-a07f-f2ee81ba48a9,2026-05-28T18:54:19.912509,digital
374906e0-6356-4506-a000-c1e067ce6be1,2026-07-17T13:04:27.110127,retail
27e6eed4-152c-49c2-8777-4685f00dc09d,2026-06-02T19:04:02.216274,food
2c4a9571-9cf1-4c68-b903-2d3acfb33c25,2026-05-04T01:55:15.007988,travel
d14d30f9-634e-4528-b6cf-290d5f3e4b81,2026-07-07T08:45:44.639436,food
a7aabac6-dda9-49a9-99e2-6fa0d686329b,2026-05-31T16:34:15.353635,retail
ce41f842-d9d5-481a-9d18-86ca9240e183,2026-05-19T05:22:28.071707,travel
eb622cef-8086-484b-bbf5-fc54e60c0dcd,2026-07-23T14:34:48.373187,food
a7701bf8-3495-4611-8cb2-89e6f77e7aa0,2026-05-23T20:55:34.172813,travel
1612921f-0b69-4e6a-a1ce-4bad68b97548,2026-06-05T20:17:42.373898,travel
6b0995cf-b477-4da6-acbc-f4098153e97e,2026-05-19T09:17:38.932735,digital
a92eee6b-bfde-4b54-ba4a-7c0e194e16dc,2026-06-01T10:27:07.349862,digital
7372701e-77c1-4a5d-934d-fe1a5d2f2f00,2026-05-04T11:13:31.403381,retail
b0b24766-cb2f-4330-ac04-5cc9e03127ba,2026-07-12T18:11:41.654786,retail
e72912c4-7501-4e3b-9e28-a978ff6b0514,2026-05-04T09:50:18.769881,travel
ee3a2ecd-6170-4792-b457-c5b8c8a10e26,2026-07-14T23:39:05.673766,food
0f650306-0d22-4cb5-b675-52d1b787629e,2026-05-31T22:18:16.417576,retail
6550b75c-7fed-4cdf-aafa-413b98a29a0a,2026-05-19T00:51:16.569975,digital
b8cf70c2-4e11-452b-aae8-9cd8f3346be5,2026-04-30T20:11:30.109324,retail
4fcc640b-38e4-4281-ba37-0246aa4bd8a2,2026-07-04T15:08:33.763309,food
942e75a5-9c9c-4ae0-bf71-439bff2c9d76,2026-05-04T10:04:28.491123,travel
