phase,account_node,account_id,is_fraud_account,degree,weighted_degree,connected_device_count,connected_ip_count,connected_merchant_count,shared_device_count,shared_ip_count,proj_degree,proj_weighted_degree,community_id_louvain,community_id_lpa
T3,account:796a437b-be07-4d5b-bd6f-84bb415755a2,796a437b-be07-4d5b-bd6f-84bb415755a2,False,3,3.0,1,1,1,1,1,31,31,63,0
T3,account:4881ed42-20b4-4028-9faa-69475acde234,4881ed42-20b4-4028-9faa-69475acde234,False,5,6.0,1,2,2,1,2,40,40,78,0
T3,account:f3e19c8c-2008-4306-b65a-3f37b7e06eb3,f3e19c8c-2008-4306-b65a-3f37b7e06eb3,False,9,24.0,3,1,5,3,1,118,120,29,0
T3,account:f6e0eba7-ac63-4d0b-9395-783536118994,f6e0eba7-ac63-4d0b-9395-783536118994,False,3,15.0,1,1,1,1,1,26,26,14,0
T3,account:1cc67c0b-a399-4136-8e5c-646814d177f9,1cc67c0b-a399-4136-8e5c-646814d177f9,False,5,9.0,1,1,3,1,1,71,72,29,0
T3,account:cab626c5-0128-4f77-aa4f-046430b1bd29,cab626c5-0128-4f77-aa4f-046430b1bd29,False,4,9.0,1,1,2,1,1,55,55,1,0
T3,account:6d03dead-3222-456f-adac-6bf6086ae9d1,6d03dead-3222-456f-adac-6bf6086ae9d1,False,5,15.0,1,1,3,1,1,65,65,58,0
T3,account:63e98be3-6dd7-440f-a864-4e2ba7fb704f,63e98be3-6dd7-440f-a864-4e2ba7fb704f,False,4,6.0,2,1,1,2,1,44,45,54,0
T3,account:ee7700ec-d742-4cb1-b117-729d93716f4f,ee7700ec-d742-4cb1-b117-729d93716f4f,False,6,18.0,2,2,2,2,2,64,64,70,0
T3,account:2395811d-8ed4-40ac-a1b0-ad7ac8cd9134,2395811d-8ed4-40ac-a1b0-ad7ac8cd9134,False,4,12.0,1,2,1,1,2,34,34,46,0
T3,account:74cfaefb-34e8-40eb-9caf-b8a9402b496f,74cfaefb-34e8-40eb-9caf-b8a9402b496f,False,5,9.0,2,1,2,2,1,49,49,72,0
T3,account:4d71c4be-ee56-4517-b601-d44e52e176f7,4d71c4be-ee56-4517-b601-d44e52e176f7,False,5,24.0,1,3,1,1,3,30,30,72,0
T3,account:d4b282a3-1931-4911-ab80-49a87d22505c,d4b282a3-1931-4911-ab80-49a87d22505c,False,4,18.0,1,2,1,1,2,36,36,45,0
T3,account:bb5ae287-cee1-446e-ac97-c17d5dd6fdf2,bb5ae287-cee1-446e-ac97-c17d5dd6fdf2,False,4,6.0,2,1,1,2,1,43,43,54,0
T3,account:bdd2267b-658f-4a1a-8308-65d33aa2d545,bdd2267b-658f-4a1a-8308-65d33aa2d545,False,8,18.0,2,3,3,2,3,75,77,72,0
T3,account:c2a299be-6b92-4bc9-b110-448ab13ad879,c2a299be-6b92-4bc9-b110-448ab13ad879,False,7,12.0,1,2,4,1,2,80,83,63,0
T3,account:8fb588c2-e903-470b-a06f-8392049a84d6,8fb588c2-e903-470b-a06f-8392049a84d6,False,4,12.0,1,2,1,1,2,27,27,37,0
T3,account:f2ed0e47-3d06-4bee-b0f1-8585e125b22e,f2ed0e47-3d06-4bee-b0f1-8585e125b22e,False,5,6.0,1,2,2,1,2,46,46,1,0
T3,account:ad4e63c2-8be2-48ec-9aec-543f715b0bd3,ad4e63c2-8be2-48ec-9aec-543f715b0bd3,False,4,9.0,1,1,2,1,1,47,47,71,0
T3,account:9fd28d0a-2f0d-4f9b-922b-9d6ffc6bf944,9fd28d0a-2f0d-4f9b-922b-9d6ffc6bf944,False,8,18.0,2,1,5,2,1,122,126,45,0
T3,account:a2e331a3-455b-4d18-8ce3-94eaeb29b2cd,a2e331a3-455b-4d18-8ce3-94eaeb29b2cd,False,10,21.0,2,3,5,2,3,117,120,63,0
T3,account:933b8b8a-88a2-49a3-b2a0-3469914aa1bd,933b8b8a-88a2-49a3-b2a0-3469914aa1bd,False,3,3.0,1,1,1,1,1,36,36,78,0
T3,account:b1aebda0-d1cf-44e5-afa1-65f6128bd84d,b1aebda0-d1cf-44e5-afa1-65f6128bd84d,False,5,15.0,2,1,2,2,1,51,51,12,0
T3,account:21c215b5-a889-4835-833d-e320726a1579,21c215b5-a889-4835-833d-e320726a1579,False,3,3.0,1,1,1,1,1,33,33,69,0
T3,account:ebeda331-89a0-4d7a-adaa-a58b6ab6f4fe,ebeda331-89a0-4d7a-adaa-a58b6ab6f4fe,False,4,9.0,1,2,1,1,2,41,41,12,0
T3,account:8feb2281-9f37-443e-9320-2b0901011fdd,8feb2281-9f37-443e-9320-2b0901011fdd,False,8,15.0,1,4,3,1,4,69,72,21,0
T3,account:28527a20-3744-462e-8312-3dcfa5aa523c,28527a20-3744-462e-8312-3dcfa5aa523c,False,5,12.0,2,1,2,2,1,61,61,69,0
T3,account:870123d3-b43f-4dc2-a332-c838a2ad0170,870123d3-b43f-4dc2-a332-c838a2ad0170,False,4,9.0,2,1,1,2,1,30,30,54,0
T3,account:899e9fab-1c1a-409f-bc63-6072912dd2ed,899e9fab-1c1a-409f-bc63-6072912dd2ed,False,8,21.0,1,3,4,1,3,102,102,4,0
T3,account:79676c8c-7295-4fd3-a785-2d47923343c0,79676c8c-7295-4fd3-a785-2d47923343c0,False,3,6.0,1,1,1,1,1,30,30,46,0
T3,account:922e9e9e-1eb9-495e-be63-13a881b2d7cf,922e9e9e-1eb9-495e-be63-13a881b2d7cf,False,4,12.0,1,1,2,1,1,56,56,69,0
T3,account:89b6bfb1-8431-45f1-9213-d50a974e3b1f,89b6bfb1-8431-45f1-9213-d50a974e3b1f,False,4,6.0,1,1,2,1,1,57,57,71,0
T3,account:88a995cb-9d71-4e89-9a52-1b9275b9680d,88a995cb-9d71-4e89-9a52-1b9275b9680d,False,5,9.0,2,1,2,2,1,51,53,54,0
T3,account:1ad8e917-1e05-4f2f-b7e0-065e77c28f99,1ad8e917-1e05-4f2f-b7e0-065e77c28f99,False,3,3.0,1,1,1,1,0,27,27,29,0
T3,account:ce535e15-c2ec-4c7c-991f-b2004476a5bb,ce535e15-c2ec-4c7c-991f-b2004476a5bb,False,5,6.0,2,2,1,2,2,32,33,12,0
T3,account:ac2bc2b6-8c24-4c11-bda6-dc6486ffad96,ac2bc2b6-8c24-4c11-bda6-dc6486ffad96,False,7,21.0,2,2,3,2,2,79,79,58,0
T3,account:748a437b-20ad-44e4-85ef-e0fcf217a444,748a437b-20ad-44e4-85ef-e0fcf217a444,False,5,6.0,1,2,2,1,2,51,51,58,0
T3,account:d1ca4a38-e608-4d6a-a23d-0fe4836c0202,d1ca4a38-e608-4d6a-a23d-0fe4836c0202,False,5,12.0,2,1,2,2,1,49,50,63,0
T3,account:a1fc0bde-511a-43b4-94db-89793155261b,a1fc0bde-511a-43b4-94db-89793155261b,False,4,6.0,1,1,2,1,1,42,43,63,0
T3,account:e9523fec-2c00-4f60-8466-a079c2295334,e9523fec-2c00-4f60-8466-a079c2295334,False,5,15.0,1,2,2,1,2,54,54,14,0
T3,account:81ae9a2d-8496-402c-9349-7a0aaca743da,81ae9a2d-8496-402c-9349-7a0aaca743da,True,11,27.0,3,3,5,3,3,130,151,69,0
T3,account:920c61fd-88d5-4632-b164-940b94068ff8,920c61fd-88d5-4632-b164-940b94068ff8,False,9,18.0,3,3,3,3,3,75,75,63,0
T3,account:029fbe6f-214f-4670-99b6-27b2a790acf2,029fbe6f-214f-4670-99b6-27b2a790acf2,False,4,12.0,1,1,2,1,1,48,49,29,0
T3,account:f9328681-a934-44f0-b73b-fbe3cfcebdc3,f9328681-a934-44f0-b73b-fbe3cfcebdc3,False,6,15.0,2,2,2,2,2,56,57,71,0
T3,account:795803a5-eca8-4071-b506-c2930b045adc,795803a5-eca8-4071-b506-c2930b045adc,False,4,6.0,1,1,2,1,1,52,52,37,0
T3,account:80428f3a-5cab-4c1b-bc49-08a8eb8c53da,80428f3a-5cab-4c1b-bc49-08a8eb8c53da,False,7,15.0,3,1,3,3,1,72,75,78,0
T3,account:6a31e83d-99c5-4c25-a15c-ed09df7c29c3,6a31e83d-99c5-4c25-a15c-ed09df7c29c3,False,6,12.0,3,2,1,3,2,38,38,37,0
T3,account:933e1fa3-b277-4bda-85f0-057c8991760c,933e1fa3-b277-4bda-85f0-057c8991760c,False,5,6.0,1,2,2,1,2,64,66,14,0
T3,account:fcfb0df5-99a5-46b9-83db-f21ff7fc5d94,fcfb0df5-99a5-46b9-83db-f21ff7fc5d94,False,7,12.0,3,2,2,3,2,63,63,52,0
T3,account:345fd0d0-9cb1-4392-a886-91bba3946e30,345fd0d0-9cb1-4392-a886-91bba3946e30,False,8,15.0,2,2,4,2,2,105,108,69,0
T3,account:2c46d3b0-5c65-4696-ac6c-19869838d0e9,2c46d3b0-5c65-4696-ac6c-19869838d0e9,False,6,12.0,2,1,3,2,1,79,79,14,0
T3,account:31a31f9f-21be-47b8-ba1e-aeae4cfed680,31a31f9f-21be-47b8-ba1e-aeae4cfed680,False,7,18.0,4,1,2,4,1,60,60,14,0
T3,account:3c474b2d-721c-4aad-8d4f-fcb6bbdc8cfa,3c474b2d-721c-4aad-8d4f-fcb6bbdc8cfa,False,5,6.0,1,2,2,1,2,50,51,52,0
T3,account:dcf8fdea-9025-4d74-ad8f-04de98af88d0,dcf8fdea-9025-4d74-ad8f-04de98af88d0,False,3,3.0,1,1,1,1,1,30,30,63,0
T3,account:d35cc141-0696-44a8-939b-1e7891439d9b,d35cc141-0696-44a8-939b-1e7891439d9b,False,5,9.0,1,1,3,1,1,80,82,71,0
T3,account:ed334120-cc45-499d-afa7-f80025fcc671,ed334120-cc45-499d-afa7-f80025fcc671,False,6,9.0,2,2,2,2,2,66,66,52,0
T3,account:b0a47148-b9e7-487d-96ea-c5fea729746f,b0a47148-b9e7-487d-96ea-c5fea729746f,False,6,9.0,1,2,3,1,2,67,67,12,0
T3,account:14f01f2d-880c-4380-938f-71e74569e886,14f01f2d-880c-4380-938f-71e74569e886,False,5,15.0,1,1,3,1,1,79,80,4,0
T3,account:2f4da2d1-7c14-4717-b339-ad052947b15c,2f4da2d1-7c14-4717-b339-ad052947b15c,False,3,3.0,1,1,1,1,0,19,19,69,0
T3,account:0f88c580-e297-42c3-ace2-ab77ca759e45,0f88c580-e297-42c3-ace2-ab77ca759e45,False,6,12.0,1,3,2,1,2,40,40,21,0
T3,account:10b09c0b-bbe1-4831-9935-d887530f5d2e,10b09c0b-bbe1-4831-9935-d887530f5d2e,False,6,9.0,1,2,3,1,2,68,68,12,0
T3,account:f1b56ac4-d6fb-44cd-a45d-8e9247d43163,f1b56ac4-d6fb-44cd-a45d-8e9247d43163,False,5,12.0,2,2,1,2,2,37,37,14,0
T3,account:4c062d28-287a-4954-812d-c60b104eafd0,4c062d28-287a-4954-812d-c60b104eafd0,False,4,9.0,1,2,1,1,2,31,31,14,0
T3,account:4500c8e3-8315-424c-ac1c-b05f660fbd7b,4500c8e3-8315-424c-ac1c-b05f660fbd7b,False,5,15.0,1,3,1,1,3,38,39,14,0
T3,account:5f0a8ac8-b5d4-4e23-89c3-73f326420419,5f0a8ac8-b5d4-4e23-89c3-73f326420419,False,5,9.0,1,2,2,1,1,56,56,45,0
T3,account:33e9afa9-6991-414e-80e0-51df87553a39,33e9afa9-6991-414e-80e0-51df87553a39,False,5,9.0,2,1,2,2,1,62,62,54,0
T3,account:ddb7cb72-92be-4e5a-80bd-0e9a7de5fb34,ddb7cb72-92be-4e5a-80bd-0e9a7de5fb34,False,7,9.0,2,2,3,2,2,68,68,4,0
T3,account:96784022-c859-439a-b4cf-5fa99e110378,96784022-c859-439a-b4cf-5fa99e110378,False,6,9.0,3,2,1,3,2,34,34,69,0
T3,account:198f5287-9253-49cd-a90f-216012230f9d,198f5287-9253-49cd-a90f-216012230f9d,False,3,3.0,1,1,1,1,1,34,34,78,0
T3,account:a08c1f97-f426-47eb-b81c-ed2cca6308c0,a08c1f97-f426-47eb-b81c-ed2cca6308c0,False,7,9.0,1,3,3,1,3,81,82,52,0
T3,account:5b492e10-6e19-4339-9cb5-dfad09d5d185,5b492e10-6e19-4339-9cb5-dfad09d5d185,False,3,3.0,1,1,1,1,1,28,30,22,0
T3,account:0760fc33-6eee-458e-bfff-0b971ba9614d,0760fc33-6eee-458e-bfff-0b971ba9614d,False,5,12.0,1,2,2,1,2,61,61,12,0
T3,account:f8da6469-cde5-4536-ba9c-d066b402dacc,f8da6469-cde5-4536-ba9c-d066b402dacc,False,5,6.0,1,2,2,1,2,51,52,63,0
T3,account:172bc022-c5ab-467d-954f-6be9d8438302,172bc022-c5ab-467d-954f-6be9d8438302,False,3,6.0,1,1,1,1,1,28,28,21,0
T3,account:b0d597b0-11d7-4230-baf4-772af2889947,b0d597b0-11d7-4230-baf4-772af2889947,False,7,15.0,3,1,3,3,1,77,79,78,0
T3,account:ec159218-4047-459b-8dfd-cc1752e4c5f5,ec159218-4047-459b-8dfd-cc1752e4c5f5,False,7,21.0,3,1,3,3,1,98,99,37,0
T3,account:457a59d1-8d02-4257-b93d-cc8c4fec68f9,457a59d1-8d02-4257-b93d-cc8c4fec68f9,False,6,12.0,2,3,1,2,3,43,44,21,0
T3,account:22d7915c-6a27-421d-8da8-8a0ff21b594d,22d7915c-6a27-421d-8da8-8a0ff21b594d,False,5,9.0,1,2,2,1,2,47,48,1,0
T3,account:f3f456f2-05a1-42d3-ad8e-3c2ea4253fac,f3f456f2-05a1-42d3-ad8e-3c2ea4253fac,False,7,9.0,3,2,2,3,2,67,69,54,0
T3,account:f02a7814-b7a7-414a-8afb-cb94e84b2875,f02a7814-b7a7-414a-8afb-cb94e84b2875,False,3,6.0,1,1,1,1,1,30,30,54,0
T3,account:76475f5c-6138-447d-ba41-6091a7ae8310,76475f5c-6138-447d-ba41-6091a7ae8310,False,4,6.0,1,2,1,1,2,24,24,14,0
T3,account:843184bb-012e-41a6-b777-4b0fc3e14a44,843184bb-012e-41a6-b777-4b0fc3e14a44,False,4,6.0,1,1,2,1,1,46,46,46,0
T3,account:d26761c4-3266-4b7b-b66f-2cd845ce8c55,d26761c4-3266-4b7b-b66f-2cd845ce8c55,False,6,15.0,2,3,1,2,3,45,45,63,0
T3,account:bfe0cc3f-182f-4f0e-91ad-616b12c5beb1,bfe0cc3f-182f-4f0e-91ad-616b12c5beb1,False,3,3.0,1,1,1,1,1,21,22,21,0
T3,account:f1208f98-ea97-4129-b6c5-183505f35ebe,f1208f98-ea97-4129-b6c5-183505f35ebe,False,5,15.0,2,2,1,2,2,32,32,69,0
T3,account:be02072b-9469-4f67-8b04-25177ff07c60,be02072b-9469-4f67-8b04-25177ff07c60,False,5,9.0,1,1,3,1,1,71,74,29,0
T3,account:fc203dad-0d7f-409e-8ccc-dbaf5a483093,fc203dad-0d7f-409e-8ccc-dbaf5a483093,False,4,6.0,1,1,2,1,1,62,62,69,0
T3,account:2f8d2c4a-12b3-4abc-80aa-9ce3bac91798,2f8d2c4a-12b3-4abc-80aa-9ce3bac91798,False,7,18.0,1,2,4,1,2,89,89,14,0
T3,account:d3be4706-d1c5-40b4-8b4e-cbf867ea8c57,d3be4706-d1c5-40b4-8b4e-cbf867ea8c57,False,5,9.0,1,2,2,1,2,59,59,46,0
T3,account:eacccca9-effa-4981-a53a-224db390eb0d,eacccca9-effa-4981-a53a-224db390eb0d,False,3,3.0,1,1,1,1,1,25,25,1,0
T3,account:a63559b7-b6bb-4e06-9a90-b4ef6c30d096,a63559b7-b6bb-4e06-9a90-b4ef6c30d096,False,5,9.0,1,2,2,1,2,53,53,54,0
T3,account:65e5f5f7-1521-4894-a939-5493f2b00caf,65e5f5f7-1521-4894-a939-5493f2b00caf,False,4,6.0,1,2,1,1,1,26,26,21,0
T3,account:bd8893f7-8c67-4299-a1ce-044f6c4dbfc0,bd8893f7-8c67-4299-a1ce-044f6c4dbfc0,False,6,12.0,1,1,4,1,1,85,88,54,0
T3,account:6ce553bf-b9fa-46d2-9a89-4dcfec2ca701,6ce553bf-b9fa-46d2-9a89-4dcfec2ca701,False,6,9.0,2,2,2,2,2,49,49,63,0
T3,account:4b2d4f6a-66dd-4866-b4df-3c52abccabbf,4b2d4f6a-66dd-4866-b4df-3c52abccabbf,False,6,9.0,3,1,2,3,1,58,59,37,0
T3,account:b1477b55-1442-4f81-9926-505abdff1647,b1477b55-1442-4f81-9926-505abdff1647,False,3,6.0,1,1,1,1,1,33,33,4,0
T3,account:9605043a-a898-4187-82f6-edcc48365ada,9605043a-a898-4187-82f6-edcc48365ada,False,5,12.0,1,1,3,1,1,44,44,1,0
T3,account:aa1adb32-69a8-4f13-adb9-a906afefa9c2,aa1adb32-69a8-4f13-adb9-a906afefa9c2,False,6,15.0,2,2,2,2,2,54,54,37,0
T3,account:06b90890-ed84-4df7-9d42-02b58a507dfc,06b90890-ed84-4df7-9d42-02b58a507dfc,False,5,9.0,2,2,1,2,2,41,42,21,0
T3,account:f457df3b-68bc-4d81-8bc4-490cc4d201e1,f457df3b-68bc-4d81-8bc4-490cc4d201e1,False,10,24.0,2,4,4,2,4,109,111,21,0
T3,account:ff363e61-b7bc-4ef8-b1f7-b8c90a12ab25,ff363e61-b7bc-4ef8-b1f7-b8c90a12ab25,False,4,9.0,2,1,1,2,1,38,38,29,0
T3,account:0041f52f-e487-4dc5-8d79-9876b432034b,0041f52f-e487-4dc5-8d79-9876b432034b,False,6,9.0,2,1,3,2,1,77,77,14,0
T3,account:21a6e865-c96d-484b-8f77-d1f6e7f49133,21a6e865-c96d-484b-8f77-d1f6e7f49133,False,7,12.0,1,2,4,1,2,90,90,71,0
T3,account:af0c45b1-e699-4335-b6f8-d6811dd92f99,af0c45b1-e699-4335-b6f8-d6811dd92f99,False,4,6.0,2,1,1,2,1,42,43,45,0
T3,account:111563ae-e4ce-4bd1-a7ba-0eb4080eb9d3,111563ae-e4ce-4bd1-a7ba-0eb4080eb9d3,False,8,12.0,2,3,3,2,3,84,84,21,0
T3,account:b5333bd2-f4e2-4ecd-b726-b09716f4ceeb,b5333bd2-f4e2-4ecd-b726-b09716f4ceeb,False,4,6.0,1,2,1,1,2,29,29,58,0
T3,account:68d89c63-3360-4a27-b37b-7656a0cf9ad7,68d89c63-3360-4a27-b37b-7656a0cf9ad7,False,4,6.0,2,1,1,2,1,34,34,29,0
T3,account:8fe4903e-3dd2-4371-a77e-6e6ede419f15,8fe4903e-3dd2-4371-a77e-6e6ede419f15,False,7,21.0,2,2,3,2,2,77,78,22,0
T3,account:65d8dfb8-bd29-46ea-9c80-8cf727b97002,65d8dfb8-bd29-46ea-9c80-8cf727b97002,False,3,3.0,1,1,1,1,1,30,30,12,0
T3,account:1326442c-0a0c-4f89-a0a7-9b3f7a09588f,1326442c-0a0c-4f89-a0a7-9b3f7a09588f,False,7,12.0,2,2,3,2,2,90,92,29,0
T3,account:2882a571-be8e-455b-9d0a-6f3862595231,2882a571-be8e-455b-9d0a-6f3862595231,False,7,18.0,2,2,3,2,2,69,69,58,0
T3,account:0c1399f3-e1cb-4260-a6df-6c3f896f03f5,0c1399f3-e1cb-4260-a6df-6c3f896f03f5,False,6,12.0,1,2,3,1,2,72,72,21,0
T3,account:a15554f0-8a3b-4692-8910-ca01edf097ab,a15554f0-8a3b-4692-8910-ca01edf097ab,False,3,3.0,1,1,1,1,1,20,20,46,0
T3,account:f288a79c-c5dc-4571-841b-a9c834aaef47,f288a79c-c5dc-4571-841b-a9c834aaef47,False,0,0.0,0,0,0,0,0,0,0,2,2
T3,account:23ce9871-4180-44f1-845a-68a6f8c16b01,23ce9871-4180-44f1-845a-68a6f8c16b01,False,5,12.0,2,1,2,2,1,45,45,70,0
T3,account:14129269-ff6c-4818-aa52-004a13f862be,14129269-ff6c-4818-aa52-004a13f862be,False,7,12.0,1,2,4,1,2,86,86,29,0
T3,account:6242766f-10a3-47e1-97d1-f2f0b2bfd8b6,6242766f-10a3-47e1-97d1-f2f0b2bfd8b6,False,6,9.0,3,1,2,3,1,59,61,70,0
T3,account:2b891f87-319c-4a1a-afcc-19bc90a0fd39,2b891f87-319c-4a1a-afcc-19bc90a0fd39,False,5,6.0,1,2,2,1,2,52,52,72,0
T3,account:a0892c40-1bf6-43df-97f2-a51766c88c4f,a0892c40-1bf6-43df-97f2-a51766c88c4f,False,3,12.0,1,1,1,1,1,28,29,1,0
T3,account:289dbb78-f4f4-4c15-aa16-11c45e5e3c4d,289dbb78-f4f4-4c15-aa16-11c45e5e3c4d,False,6,9.0,2,2,2,2,2,60,60,71,0
T3,account:12470409-3c9b-4693-8ebf-221300982e92,12470409-3c9b-4693-8ebf-221300982e92,False,5,12.0,1,2,2,1,2,69,69,58,0
T3,account:f522609a-b925-48b8-8564-566a40c41d08,f522609a-b925-48b8-8564-566a40c41d08,False,7,12.0,4,1,2,4,1,57,59,71,0
T3,account:389ccc64-8f1c-4d74-8979-63f21addcd60,389ccc64-8f1c-4d74-8979-63f21addcd60,False,6,18.0,2,2,2,2,2,55,58,45,0
T3,account:0ec0ddca-edbb-4915-ae12-38a8fbfd906b,0ec0ddca-edbb-4915-ae12-38a8fbfd906b,False,3,3.0,1,1,1,1,1,33,33,14,0
T3,account:913c18ce-11cd-4ae9-83f0-31f3a7630297,913c18ce-11cd-4ae9-83f0-31f3a7630297,False,9,12.0,3,3,3,3,3,77,78,1,0
T3,account:8f01d316-1a8b-4f6a-9c81-643fcad2f4a4,8f01d316-1a8b-4f6a-9c81-643fcad2f4a4,False,7,9.0,2,3,2,2,3,61,63,14,0
T3,account:6c09c8fe-43f5-49ec-9f9a-9909bed318ef,6c09c8fe-43f5-49ec-9f9a-9909bed318ef,False,7,15.0,2,1,4,2,1,102,105,4,0
T3,account:32cf3323-f8dc-4f9e-ab77-e3329d517eec,32cf3323-f8dc-4f9e-ab77-e3329d517eec,False,3,3.0,1,1,1,1,1,24,24,52,0
T3,account:c37159ec-7313-4843-84f4-146884438af1,c37159ec-7313-4843-84f4-146884438af1,False,5,9.0,2,2,1,2,2,41,41,22,0
T3,account:1120d1f7-fadc-46a2-ab96-759f0fe90871,1120d1f7-fadc-46a2-ab96-759f0fe90871,False,6,12.0,1,2,3,1,2,60,61,46,0
T3,account:add6253b-cb76-4e04-84c1-21f6694fa5b7,add6253b-cb76-4e04-84c1-21f6694fa5b7,False,7,9.0,2,2,3,2,2,86,86,14,0
T3,account:07dbc383-ffbb-495f-b066-d8375b961bc0,07dbc383-ffbb-495f-b066-d8375b961bc0,False,4,18.0,1,1,2,1,1,55,56,71,0
T3,account:a871a2dc-151d-4d4e-9ab9-be106fa5cc3c,a871a2dc-151d-4d4e-9ab9-be106fa5cc3c,False,7,15.0,3,2,2,3,2,66,67,21,0
T3,account:515f13ca-388e-44e4-8097-7146ef0d7130,515f13ca-388e-44e4-8097-7146ef0d7130,False,5,6.0,2,1,2,2,1,42,42,54,0
T3,account:d7d962c1-e6f0-452d-84d8-91aa25e9f9f8,d7d962c1-e6f0-452d-84d8-91aa25e9f9f8,False,5,12.0,1,1,3,1,1,67,68,52,0
T3,account:81187ff6-a826-48f4-8109-eea143de9742,81187ff6-a826-48f4-8109-eea143de9742,False,4,9.0,1,2,1,1,2,31,31,69,0
