transaction_id,scenario,is_fraud,fraud_family,fraud_cluster_id
3c4b0708-2e87-453c-94fd-86e2f2156101,t2_normal,False,none,none
bfaaa8a1-b30e-4f49-abaa-a46a038b7aec,t3_normal,False,none,none
92af4977-0644-4587-9238-448672f9d35d,t3_normal,False,none,none
a9b6babc-c682-4f2f-8641-626d4273bad2,t2_normal,False,none,none
873c2b99-359c-49c0-bb7b-efdf30be167e,t2_normal,False,none,none
2912f53d-cd98-4691-9e8d-786988daeef8,t3_normal,False,none,none
d4ca6f67-06e4-430a-b4a9-1967cc9dbb49,t3_normal,False,none,none
e1b13ea4-bcfd-4e97-887c-2c35b3863333,t2_normal,False,none,none
24a0f23a-875b-474f-aff1-756f06a99df4,baseline_normal,False,none,none
c0ec5644-d61c-43f5-a4d7-74c0b28330ea,t3_normal,False,none,none
27701b9f-21d7-48af-b16f-56e89c8f5ebc,baseline_normal,False,none,none
062dbbff-d862-457b-b732-35a53884dbbb,baseline_normal,False,none,none
815fccdc-f7f1-4faf-9f00-2e6a59e3939a,t2_normal,False,none,none
61559d32-5db8-4e65-9cdb-3f30a5eb0830,t3_normal,False,none,none
8e511829-c469-4f17-a5f8-36e6b62389a1,t2_normal,False,none,none
df570440-aec5-449c-9c00-7b33a47a7421,t3_normal,False,none,none
4b273f81-a3f1-479a-984f-b726f4fa6a13,baseline_normal,False,none,none
0bd1f848-03a1-4fd9-b8d1-85f02a356b5c,t2_normal,False,none,none
a0cea67e-eae4-45e5-99ec-5f2620143cfc,t2_normal,False,none,none
77b3b1ad-1d71-4545-a13d-763715847325,t3_normal,False,none,none
3e36e322-3dec-42ca-bd9f-07fff82b6510,t2_normal,False,none,none
8d3018ba-41f4-4a5a-985b-cb2ad63bbb93,t3_normal,False,none,none
29cbb0d4-eecf-41ff-81bf-1b14b08955b4,baseline_normal,False,none,none
30e5f414-77d5-4933-8924-f2174c1fcc7f,t3_normal,False,none,none
040db54f-aaf0-4b31-9e8a-dedbc8ceee6d,t2_normal,False,none,none
f0e0e2ae-a2a9-4103-8193-37d03ab1f9b8,t3_normal,False,none,none
157e0e43-6aec-4055-8ffc-3b2f7fa7a928,baseline_normal,False,none,none
949050b0-dc90-41c3-a54e-969459cfc656,t3_normal,False,none,none
0c2121ed-7ed7-46cc-8dfa-9648c8d43953,t2_normal,False,none,none
39affd31-3ffa-4514-a277-fdb2a19ae8ea,baseline_normal,False,none,none
70fc59b8-b086-4f59-b03e-07b5e4232183,baseline_normal,False,none,none
63f2e603-2618-49a2-96fa-587b1bdf968f,t2_normal,False,none,none
db926443-4c78-4985-a9ba-5ca290a031bc,t3_normal,False,none,none
0975a0d5-93f1-4298-a85b-92aacba24a0d,t3_normal,False,none,none
cdb1b6e8-a7d6-4440-ac44-ba35dc6f2908,baseline_normal,False,none,none
18682b81-e6b0-44f0-bf74-bad5aa1a0794,t2_normal,False,none,none
44a53557-c5c8-4e9d-888d-ad8a09396dd2,t2_normal,False,none,none
1a132a0d-f3f1-47ab-ae70-0bad30d6c98b,t2_normal,False,none,none
04777454-6267-4cdf-8509-1aacab130be6,t2_normal,False,none,none
ccdaeadc-a73b-4019-8a2a-a8d305a26269,baseline_normal,False,none,none
549f90fb-f6e7-4fc5-9829-06f19838a750,baseline_normal,False,none,none
eae1ca93-6a7d-4881-886a-abc4ed2cf9ae,t3_normal,False,none,none
5d48b9f4-453e-4259-a0b4-481f1c380d56,t2_normal,False,none,none
07c4b21f-ba22-47fb-b401-481eea74eccf,baseline_normal,False,none,none
652c2ab9-a272-4a2d-a77f-dd2bb6b07483,t2_normal,False,none,none
bc08fed2-b923-41f2-8289-8c778e261e60,t3_normal,False,none,none
0df9655b-2114-45a9-ae1b-aca1e8ed87f7,baseline_normal,False,none,none
0bd8a8ab-1490-4a09-b17d-7018d2bb1db6,baseline_normal,False,none,none
03a142db-5570-4793-8bdd-1410fc3afadf,t3_normal,False,none,none
f231ced1-55a4-4fe8-bb60-6804d6138d0f,baseline_normal,False,none,none
e90096ab-0eed-451e-8db2-78705cfd0d6c,t2_normal,False,none,none
ab8537ce-0f68-4f87-971a-9eeff6bfdb43,t3_normal,False,none,none
22fedcb6-4373-42ca-8997-c1601c4c3d86,t2_normal,False,none,none
5123b094-13f4-4d23-9f76-ee8a022fc6fb,t3_normal,False,none,none
a52e670d-1740-420e-8c21-f0784d2931f7,t2_normal,False,none,none
dd228af0-5fee-4ced-a6c6-3358a4e80a49,baseline_normal,False,none,none
ec1733f0-c077-4589-aba8-a9c42ea6497b,baseline_normal,False,none,none
0b1bb627-3379-448d-b956-8d0134fe9ac9,t3_normal,False,none,none
c23ea00f-6cbb-46b8-a0cc-21fa7db2a158,t3_normal,False,none,none
bab03aba-56eb-48ec-ac02-1227d4801a65,baseline_normal,False,none,none
78d34a6a-9c97-4485-be73-40a69b8a423f,t2_normal,False,none,none
5aed0815-f955-4a53-a806-f9718d290c47,t2_normal,False,none,none
bfa9a7e8-0f50-4fb3-bb74-d06e334e7444,baseline_normal,False,none,none
c2b356e6-fed6-4aef-a438-6ccba5d623aa,t3_normal,False,none,none
0ae04f98-479d-42ae-9174-9801dec5410f,baseline_normal,False,none,none
af29bef5-0879-4e1b-877b-cbd54c58dfa3,baseline_normal,False,none,none
851287c7-acd3-4d58-ad10-6445d3894e0f,t3_normal,False,none,none
57d512ef-524c-42e0-992c-7e3ff7f2f8a2,baseline_normal,False,none,none
da3cc4ee-09cb-45d5-942c-ddb3fe8e2421,t3_normal,False,none,none
8b18415a-fc80-4359-8efe-79d38dc76286,t3_normal,False,none,none
38e6ce55-abc0-4d0c-8a9a-6f3c6f41a596,baseline_normal,False,none,none
1b3e9b6a-533b-48be-a056-15fec1ad13a5,t3_normal,False,none,none
41f1c1ca-b8ee-4e70-9aa6-2e2a19685f64,t2_normal,False,none,none
a3ca5513-ee88-429e-b2b8-1e8765c96aa1,baseline_normal,False,none,none
72bb810a-6e20-4ebe-8033-4422e2872da1,t3_normal,False,none,none
d0dfbd42-7472-43e6-9653-14680f0b0505,baseline_normal,False,none,none
dd9442f0-9dc8-493e-823b-755e434356ce,baseline_normal,False,none,none
376c350f-9e4f-48b9-9358-0146b64ebe01,baseline_normal,False,none,none
a140d1cc-2324-4340-a7b6-0a551ebfc42c,t2_normal,False,none,none
e5b3b6dd-c0ce-48ec-a606-4e6932187869,t3_normal,False,none,none
122ce999-e962-4900-b030-b829688075d5,t3_normal,False,none,none
926fbf45-819b-4405-8d79-56c2fc73ebf2,t3_normal,False,none,none
a08c51b0-0c83-4745-8eae-91a194e25f6f,t2_normal,False,none,none
16586e38-6db9-4bda-82a8-4d15ac789c5c,t2_normal,False,none,none
3a491f59-970a-4ed6-a2e6-5f171b5af499,t3_normal,False,none,none
9ae6360b-ea70-4a5c-af94-14280ee0b5b7,baseline_normal,False,none,none
35173f86-ce80-4c23-b441-104702599e33,t2_normal,False,none,none
ca03d409-7797-4534-be6b-39ac2f098212,baseline_normal,False,none,none
c4f7a5fb-8569-4438-a12e-bd03cc97e463,t2_normal,False,none,none
daddc468-f138-4b2a-9702-ea68d76d4a07,t2_normal,False,none,none
9678ef97-1698-426d-9b47-10a02bedfaf4,baseline_normal,False,none,none
3be8cd0f-a687-4501-91e3-71d1be17085b,t3_normal,False,none,none
2aaceb05-5bb5-4117-b21c-36489352b9f1,t3_normal,False,none,none
6cba6605-991f-4132-a503-ddff9e6a6246,t2_normal,False,none,none
e7037861-41de-4133-a6b3-96d6fc40e7d1,baseline_normal,False,none,none
f403eb48-e491-4ca3-8dc7-14016b6406f4,t2_normal,False,none,none
c6f0ccc2-8aff-4a43-9309-c0b192896490,t2_normal,False,none,none
eb8fcd2a-6536-4bb2-bf75-a820baa9be2d,t3_normal,False,none,none
384d3857-6121-4bc3-940a-5e9b42533766,t2_normal,False,none,none
cb28b288-49fe-4291-be0b-64a4502ef56c,t3_normal,False,none,none
6bd9e695-2d83-4315-b2a2-11fc031d3fdc,baseline_normal,False,none,none
0753520d-369c-41ee-b2fc-f3e0900b59d1,t3_normal,False,none,none
f8cddadf-76b7-424f-8fb4-5a214003e1fa,t3_normal,False,none,none
131a6752-705b-4497-8bb1-eaa754c857da,t2_normal,False,none,none
1457379e-984a-4070-b887-bd3cb5767ce7,t3_normal,False,none,none
83fe07fc-0eb2-4523-9782-e0e725428f82,t2_normal,False,none,none
e337322a-5770-46c7-93f8-f0241bb55507,baseline_normal,False,none,none
effcea23-bdea-4937-9042-3a3db54adee1,t2_normal,False,none,none
b35183ef-54a2-4371-b3a8-3fcf5ad90a0d,t3_normal,False,none,none
dd7294bb-7dfb-4266-8b07-6476d3ddbc86,t3_normal,False,none,none
47276b56-59e4-4f02-bc81-25c13daea840,baseline_normal,False,none,none
6c6906f0-be46-4b65-bc18-c264ef3ea65a,baseline_normal,False,none,none
8d328dfb-4ad5-4d1d-9102-2e45a6a43b4d,t2_normal,False,none,none
55c0e049-bf04-4a2d-a9e4-fe6259403586,t2_normal,False,none,none
a56073ca-2311-43da-995c-4cb05da1bd61,baseline_normal,False,none,none
13345f70-39d0-4011-b6b5-b813e9e2ba1f,t2_normal,False,none,none
e1142c89-14aa-4fe7-88d9-3aa7ff0be209,t3_normal,False,none,none
3fae34e5-f8f0-499f-b77b-eabfbb7abdc8,baseline_normal,False,none,none
f4af43e6-ad5c-4e6b-9ed9-896b9f5cec2a,t3_normal,False,none,none
0143b376-0796-4083-84cd-e58a4a5d8b86,baseline_normal,False,none,none
2965ebab-1ff9-409a-913b-9ea832e6183e,t3_normal,False,none,none
87ae34a8-bcc8-4da7-890b-18d758afbc29,t2_normal,False,none,none
82547af7-bf24-4f2b-8f37-d84ae3b4e13b,t3_normal,False,none,none
33ce401b-f682-498a-ab6f-af8f9b109eec,t2_normal,False,none,none
fe771c7a-19bd-494c-a9c3-90a5b63bacfb,t2_normal,False,none,none
5fc458db-6792-4313-b833-05a1bef2721c,baseline_normal,False,none,none
c2375c05-2ba7-4f01-9ecd-e4f8ae7578ca,baseline_normal,False,none,none
d48e7d2f-5eb6-4f71-9c3b-503ab03edb67,t2_normal,False,none,none
839766bf-7cb5-482a-8094-11c3733f2c28,t2_normal,False,none,none
86f84fc7-7492-4876-a794-d1a644e1b919,t2_normal,False,none,none
e787e69e-da0f-4a74-b816-6fd35e5553bb,t3_normal,False,none,none
9b694dd4-a3b2-4033-bfe8-724f568139f6,baseline_normal,False,none,none
d5577cae-2505-41e9-a7d9-68b551896ded,baseline_normal,False,none,none
e01ac413-2e96-40a7-890e-449469c0e0e9,t3_normal,False,none,none
3ea59b68-43a0-4593-8081-a966f377c308,baseline_normal,False,none,none
2c08d337-d9df-4a3c-8eb9-ac6b2bd3b7ae,baseline_normal,False,none,none
c7ba0088-55b1-4e33-a9a2-d2990cbc3868,t3_normal,False,none,none
d719bac4-687d-4979-92fa-7a04e0d69d54,baseline_normal,False,none,none
2fbc1ee8-41c6-4fa8-977b-7b014652be54,t3_normal,False,none,none
f13707bd-2d1d-48c8-8321-24db3a71d8c2,t2_normal,False,none,none
0dff4f73-1850-45cc-bffa-22b0805d303b,t3_normal,False,none,none
8631775f-48c6-40e8-8256-0cbeffab39f1,t2_normal,False,none,none
1f04f20e-fbea-4468-a67f-0bde18dee17d,baseline_normal,False,none,none
df8ebd1d-be5c-471d-a07a-551205bbd9d8,baseline_normal,False,none,none
dfd251db-4281-44d1-b0cd-dd1706c3ab73,t3_normal,False,none,none
dea697bb-bd6f-4100-b632-b45e5bc775e4,baseline_normal,False,none,none
86799a4c-c33d-496a-a0a0-9aca2c18954e,t3_normal,False,none,none
f8eb2219-a06a-4c62-bbe4-2cbbbba395c8,t3_normal,False,none,none
64622b90-a440-456c-974e-9bdee4fe5bbb,t2_normal,False,none,none
9f6c4c4d-9a98-4c80-9cfe-571aac108769,baseline_normal,False,none,none
cebabdd3-5ccd-4706-9689-b290bc30c5f3,t3_normal,False,none,none
91efd783-7e5f-4481-adda-6b5dcf2ab45c,t3_normal,False,none,none
ba214fea-1871-4f69-96f8-6c6849f3be1f,baseline_normal,False,none,none
bb5ceb89-28f0-4d13-bb2b-6fae36161534,t2_normal,False,none,none
95294575-10ed-4d89-b224-c6fdd3596ceb,t3_normal,False,none,none
65d55f07-2726-4840-8849-4a31e3c824b6,baseline_normal,False,none,none
e1a90df6-966f-4af4-b067-3bb339a87fe4,baseline_normal,False,none,none
b9df0469-253c-4f5d-b014-c1844360bc3a,t3_normal,False,none,none
16968644-840a-44b2-bfb0-732cb4091e4a,t2_normal,False,none,none
68b583c7-699b-45d6-9c90-aa3a287c5c2a,t2_normal,False,none,none
559e4117-5a89-43d9-b216-c0ac09faa1cf,t3_normal,False,none,none
05c306cc-ff70-4473-b897-e05be185b2cc,baseline_normal,False,none,none
63b9f931-498d-48a9-9f14-f58d3fe318d0,baseline_normal,False,none,none
2e1a740c-f6b3-4e16-bc60-72a529ab7716,baseline_normal,False,none,none
d64acd65-6507-42e6-99b2-94dfd01bdc41,baseline_normal,False,none,none
d9e31d49-e38e-4952-93bf-2f448a1473b1,t2_normal,False,none,none
8dfc3bb3-911e-42b3-93e2-1d293299b13b,t2_normal,False,none,none
d160bfb9-942a-4d2c-9028-58f987633685,t2_normal,False,none,none
cfbf02ea-cff3-43ff-a1ea-932d335a2b61,t2_normal,False,none,none
91ce2b0a-98f3-4415-adc3-c532b8c4444f,t2_normal,False,none,none
7bd4bbd1-31b1-49be-acd9-c2b0323c0241,t2_normal,False,none,none
4dc7b6b8-b6b2-4fc5-9a51-117bdb960870,baseline_normal,False,none,none
2a603867-6ea9-4c59-a1a0-65538b342b39,t3_normal,False,none,none
dd60119a-d60e-4515-b899-f38a8dc37f9c,t2_normal,False,none,none
76b4c039-4feb-420a-a5e6-f9968ed18ec2,t3_normal,False,none,none
12b84628-4b9b-4753-8af4-dff6b9598409,t3_normal,False,none,none
c442bff7-d174-46ca-b1e7-889c533df06a,baseline_normal,False,none,none
adf946da-63ff-4f9a-8f11-aea10185f8fd,t3_normal,False,none,none
e2dcfb48-db0c-447a-bcb7-8670ca5eed5f,baseline_normal,False,none,none
00a8d2ec-d484-4c8c-a07b-c4897af3054b,t3_normal,False,none,none
12391c0c-3474-4d04-a9c9-62150c4c5fe9,baseline_normal,False,none,none
9d82b24a-328a-4def-8fed-c69958f7c4b9,baseline_normal,False,none,none
f249581c-4ce3-49d7-9fe6-f753878720e9,t2_normal,False,none,none
712c621b-4c68-4464-8fb2-ef671cffcb8e,baseline_normal,False,none,none
1714ca73-2c05-4444-b2c0-6a2e2c23879d,t3_normal,False,none,none
08367a84-291c-4fcc-a536-953e8991337c,t2_normal,False,none,none
32457e83-07a9-4eb0-b356-a67d77698146,baseline_normal,False,none,none
df7be330-f32d-44d5-ae81-f8a9b60af1a2,t3_normal,False,none,none
f2bdc753-0e4d-42b0-a56b-f8021d98e3cd,t3_normal,False,none,none
4aeecb37-4b01-4967-b6c1-bca5f17cad76,t3_normal,False,none,none
d353b947-e6b5-4fe0-b8c0-4ae17448b3b9,baseline_normal,False,none,none
3d67ca45-2332-4773-bb83-e07dd99d2887,t3_normal,False,none,none
78b4285c-b478-416c-9038-c7f9e830e855,t2_normal,False,none,none
5b16ab2c-a817-4a9f-b169-5470d97a53bb,t2_normal,False,none,none
46d8a4cb-73c2-4a9a-be06-772e707d468f,baseline_normal,False,none,none
b04e812e-7adf-45e3-83ea-93fe89224c77,t3_normal,False,none,none
e2c71c0c-fc31-4a30-9a97-159a78843a7e,baseline_normal,False,none,none
a839ba41-17a2-4c4f-a61a-ac736a74702f,t2_normal,False,none,none
c3e2ff56-4b67-4bd6-b49b-fd76fc5176f3,t2_normal,False,none,none
25343456-d374-42a9-b5cc-81c6cc767173,t2_normal,False,none,none
7218276f-eafc-4f46-b9ba-f88939628aa9,t3_normal,False,none,none
aee3fff4-f576-471f-a981-c8a1ccf546f2,t3_normal,False,none,none
3abbc872-c7db-4d64-8d8d-053891ab1c7a,baseline_normal,False,none,none
6e782e9e-db39-47c5-a94f-b8202b2d84da,t3_normal,False,none,none
004cf4ad-76d2-423c-8eb0-2fcfadcf6cfd,t3_normal,False,none,none
79f09fc6-ee0a-4035-b229-459572226014,t3_normal,False,none,none
bcf7554b-6fca-4333-9056-02c055ee12bf,baseline_normal,False,none,none
1b3820e3-7bab-42e2-b0f2-0a75634ace02,t3_normal,False,none,none
8009886b-b67b-42fe-98f0-c1a24d1f468f,baseline_normal,False,none,none
4e5f4188-f2fc-4736-a835-cb5faeab1bde,t3_normal,False,none,none
5c74ce83-00c8-412f-abdb-bd9dbcd539c9,t3_normal,False,none,none
3cec0d13-8dcd-43de-a0f6-80b50570f776,baseline_normal,False,none,none
3f6057fd-01f2-4bb7-ac7d-db6f88b4a87d,t2_normal,False,none,none
61b37e0a-f12b-4e85-97f8-0bfb2a36797a,t3_normal,False,none,none
7bea5f01-2e8d-4e41-962b-11cceccc072f,t3_normal,False,none,none
84ecd5c2-9c3b-4701-a622-ebb85fe4d30f,baseline_normal,False,none,none
3349ba7c-1c26-4e2d-a64e-9dae053ecc55,baseline_normal,False,none,none
9c7f4d57-9064-4ca3-a7b0-b6e8de1cc557,baseline_normal,False,none,none
acbef2a6-2d3d-4e03-8e34-d508e65949d3,t2_normal,False,none,none
23e1a72f-d6ef-45ee-9ee9-9da7f0b02c64,baseline_normal,False,none,none
7dea9cab-84d9-4eb5-8b68-f74c41b17e98,t2_normal,False,none,none
4494cbea-f167-45ce-8efa-ae60f06349a6,t3_normal,False,none,none
be0fd403-d7b1-44c7-865a-265db432fd2a,t2_normal,False,none,none
6afb3035-d27a-4788-883b-bc6ffa287c1e,baseline_normal,False,none,none
29168ec7-1c0e-4210-8a03-ba0a28bf7bc7,t2_normal,False,none,none
c8566da5-b8f4-448e-be93-efae133685e8,baseline_normal,False,none,none
8ea21d6f-8385-4470-b071-05cb864e24b9,baseline_normal,False,none,none
04a89597-21b4-4912-9cd1-a305612307f0,t3_normal,False,none,none
bc451ff9-e5c6-42a5-bf2c-b3691145d5ba,baseline_normal,False,none,none
9741f4e4-e9f6-4e47-bdba-add1a53ac0e5,t2_normal,False,none,none
01595138-09f0-4637-adfe-3199f6f64991,baseline_normal,False,none,none
a01da079-2bc6-48e8-bda5-21e18554ec3a,t3_normal,False,none,none
92df985b-3f90-4676-85c8-d4927021d1dd,t3_normal,False,none,none
76ed61b6-ddff-4c50-8f8a-2cd573881288,baseline_normal,False,none,none
db124984-13b6-473e-99ce-cbcc1e84b3a0,t3_normal,False,none,none
c140c6a3-c95c-4370-8012-ff5cd4db2c97,t3_normal,False,none,none
b40af82a-391e-46db-9ab9-313333fe5e59,baseline_normal,False,none,none
5661d12c-fb68-492a-ac94-f2ddd840a5d4,t2_normal,False,none,none
6adaec58-126b-4ef0-925b-6631824c5ad2,baseline_normal,False,none,none
b55541f7-f901-4955-8fc3-f06b66b1a28d,t3_normal,False,none,none
52023285-db83-4252-be6d-992006b05ebd,t3_normal,False,none,none
92cfb5aa-977f-45b4-aee7-2fd0dc888a08,baseline_normal,False,none,none
cab686e2-0a13-418b-a99f-76abe99ec847,baseline_normal,False,none,none
1211b093-a585-406d-8e52-043df1c29aed,t3_normal,False,none,none
a168e393-8a9e-4fd4-bfc2-4e699798fb3f,baseline_normal,False,none,none
dcf9cbc9-b55b-4d07-878b-9748ec295e7c,baseline_normal,False,none,none
0aa2a7a4-e843-4533-badf-932b5f386799,baseline_normal,False,none,none
3d869c13-7396-463d-9d34-af0d25525c49,t2_normal,False,none,none
69f1face-e408-422a-8501-79d36095f7c5,baseline_normal,False,none,none
90b39897-66c4-4292-bf27-6899227c2ef5,t3_normal,False,none,none
bd255b63-ad3e-4613-b905-4d8acc44cdac,t3_normal,False,none,none
a4f44716-64f6-4ee7-a69b-232f0aa03dd1,baseline_normal,False,none,none
466e5de1-6663-4111-b667-7da2b3454c3a,baseline_normal,False,none,none
dd4ad5e0-8f95-4297-b60e-837667a88c1f,t2_normal,False,none,none
14dd6ae7-0661-47ac-bd8c-f31e528fd87e,t3_normal,False,none,none
db750e74-1bbc-489a-990d-2ca5dc7c8a20,t2_normal,False,none,none
a6f53f9f-6ca8-40a3-9a1b-439db018d66b,t3_normal,False,none,none
e88a1ca6-73cd-45bc-9c1c-56827aedf379,t3_normal,False,none,none
61417bff-67dd-4cd0-b56e-7b4f561585c9,baseline_normal,False,none,none
26759253-0c69-4991-b421-94e3077d857e,baseline_normal,False,none,none
6cbf99f6-5f34-46f7-aa66-3929726e0543,t3_normal,False,none,none
3ee6cc8e-2423-4788-89b9-6898a9388795,baseline_normal,False,none,none
7f70a941-ff78-4246-9b77-c4a3c52ca276,baseline_normal,False,none,none
b7b547b1-3d1c-4712-99ce-e8df1cba5c01,t3_normal,False,none,none
a4c31eb2-fc49-48ef-8e96-6dd924b63154,baseline_normal,False,none,none
86b3e565-d7b6-49e1-aab9-d2ff439b49d3,t3_normal,False,none,none
9444c623-c061-4958-980d-f76fe6786d5a,t2_coordinated_fraud,True,coordinated_ring,cluster_001
631e3cff-1573-4788-9209-e93ec3510377,t3_normal,False,none,none
660014d5-6a44-46b3-8596-50ab1dbbab32,t2_normal,False,none,none
53c1b3e3-0d28-4000-9e55-6ce067fc58e1,t2_normal,False,none,none
61257087-c62e-41db-90fa-05db3ed77be8,t3_normal,False,none,none
b7aeb541-d53f-4268-8a37-713bd5573f6f,t3_normal,False,none,none
d7372d7a-2f8f-4402-ac4b-bc9e0ff4e795,t2_normal,False,none,none
fbda4277-b3e4-427a-a4f0-b560031953b4,t3_normal,False,none,none
c84262ec-2c2f-4ce4-9397-d4bd2495a351,t2_normal,False,none,none
1f8aec9f-4dc4-4e5f-928a-1147389d9a71,baseline_normal,False,none,none
3bd7503c-c422-4634-8e40-5983c2adbea4,t2_normal,False,none,none
41d0325c-3782-445c-ab35-69fd5fb5f609,t2_normal,False,none,none
9be7e5f5-67fb-4690-9123-1e30f18abab5,t3_normal,False,none,none
6a50acdc-f739-494f-b34d-c23f88f8e3fb,t2_normal,False,none,none
fb4cd7ae-06cb-42bb-8d42-d3c78e1f3d78,baseline_normal,False,none,none
f77a9ee9-1712-4635-b8b4-7eb2cae195e5,baseline_normal,False,none,none
96519291-7576-45a8-aca3-7f28ba9e4e9c,t3_normal,False,none,none
f63849ed-728e-4392-8540-87d27561ff99,baseline_normal,False,none,none
3dc6d981-247d-464f-9b26-5e076b6682e9,t3_normal,False,none,none
62ce705b-c001-43a2-853a-e82559227415,baseline_normal,False,none,none
8089a389-1063-4f6f-9ca4-48d06a525846,t3_normal,False,none,none
48af4b27-139b-4b47-8eb0-cc9e41e87acb,baseline_normal,False,none,none
ff5c26bc-06ed-4c57-a902-11c982de9f17,baseline_normal,False,none,none
68ba0680-439e-4c83-b72a-1934c76d21bc,baseline_normal,False,none,none
37d45fee-77a2-4d40-ac8a-d91fb9695952,t3_normal,False,none,none
6926979c-d59c-4dc9-bb94-1a74fb2be237,t3_normal,False,none,none
ea348013-2f91-44dc-9998-858c90d811b6,t2_normal,False,none,none
e5093420-c188-403e-af71-1b12dfc6a042,t3_normal,False,none,none
635ff02a-55c9-4e8f-82dc-6f84f4526ae6,t2_normal,False,none,none
bef42dd8-a96d-4eab-ad96-8738175b7d54,baseline_normal,False,none,none
ae3d3a9c-7295-4ce7-b784-eba337db8b5c,baseline_normal,False,none,none
03e74e40-16be-4a43-8593-289fb95898e1,t3_normal,False,none,none
88f206ca-656d-4ee9-b081-3ceaba06c5e0,baseline_normal,False,none,none
8a22d1ec-9486-4175-8264-4591661543af,t2_coordinated_fraud,True,coordinated_ring,cluster_001
970e9572-d7cc-496a-aa33-99ddfff4fd27,baseline_normal,False,none,none
e6a7a7fa-bbe8-42db-bca8-a3a24691e692,t3_mutated_fraud,True,coordinated_ring,cluster_001
1bdc5084-b5a6-4ba4-be74-0cec7da45ead,t3_normal,False,none,none
aa8a2740-326b-4803-be7d-787e3e11f3f2,t3_normal,False,none,none
39384b62-ea93-4f52-bdcf-b5ba886fe7e4,t3_normal,False,none,none
25883f3c-e1ff-4cd4-ab14-8f6937f90b1d,t3_normal,False,none,none
b02096d1-e5ca-4802-a1e0-fcf398b852f9,t2_normal,False,none,none
d0c78c19-0fe0-44e6-97b7-745c9404c4e4,baseline_normal,False,none,none
d721d0f6-63fd-4af9-8e52-b8005d2948c9,t2_normal,False,none,none
23bae3b1-6c78-4973-9ee4-9967c3f7bfdb,baseline_normal,False,none,none
7db5e86f-f2fb-4493-a7d7-470268c65d2b,t2_normal,False,none,none
77513b2f-03e0-45ca-a433-e8197a225237,t3_normal,False,none,none
c5f6ef7a-e315-4f8e-918e-373370b67d04,t2_normal,False,none,none
fb4815a0-9a1b-4f9d-9877-4d3bfbcb7cc4,baseline_normal,False,none,none
c9ad3835-315b-4e3c-818f-54964e2bcb8b,baseline_normal,False,none,none
f4ec292c-d52e-4645-ab42-4aee2b86029f,t2_normal,False,none,none
eb78fdaf-65bc-48ab-a14a-da5730175e43,t3_normal,False,none,none
3894cb73-7d3f-4512-90ef-3afcb68eab64,t2_normal,False,none,none
f27a6b43-3615-4b1e-a0d3-834f17e5256e,t2_normal,False,none,none
e0943de0-5db1-4c94-a9a9-a687e534e6ec,t3_normal,False,none,none
c2100fae-0f39-474f-8250-1da7883af55e,t2_normal,False,none,none
eed49cc4-1e10-445b-bb85-a005304014d7,t2_normal,False,none,none
8eaafbe0-0d94-4a80-b8ca-3ef1f702070d,t2_normal,False,none,none
f1e1a251-966b-4489-8c15-c717d8937664,baseline_normal,False,none,none
f9fcc430-9a45-4247-ba92-052bcc2fc56d,t3_normal,False,none,none
