device_id,device_type
2e3bda57-ccf7-4317-9081-16ba61bc7b03,tablet
0c73387d-7050-47cf-bd8f-d29fb78d34fe,mobile
d4a0665a-19f5-4312-9dcf-ca0514ef8da2,tablet
4caf20c2-d9f5-484a-87c5-0028186a47a3,desktop
c3bd9262-1a0e-4db8-ac9c-f5622b7097c7,tablet
d5d192cf-8ab2-4289-9ce0-6918872b8a7f,mobile
6537d4cc-a627-466d-91db-995361479584,desktop
11eb15e9-f69f-4642-bb9a-9c475e13f482,desktop
874ffe46-d699-4d97-bc5d-1624d0533357,tablet
2d3cfced-747a-4099-a980-210972ff8f83,mobile
a8465960-b571-4b0b-9c2b-997519b35e35,desktop
6bd7b2e2-15ae-45bc-a051-e1b6736a3904,tablet
00f384bc-9378-43ab-8f3e-0742a053ca93,desktop
5f8fb43b-652e-43fe-a748-3dc206907420,mobile
9145f120-1fc8-44d1-ab2b-a55b46de560c,tablet
50918dc9-4076-4981-b2de-bddef264d23a,desktop
9122ee0a-ae1c-4b1a-acf1-cdebced9d0ea,mobile
5b16ed72-bff2-44e6-9abc-6c2640bab222,desktop
5dbf3329-da61-416c-a5ec-6e7c0b5598db,tablet
7fe28ec9-afa9-4101-82ac-da68783bad2a,mobile
0feac221-3dc7-4e31-ba70-7a629d2d2c4c,tablet
7edf06ab-62b4-4aa5-a440-b2dc685ecd00,desktop
3ff5ec51-64b7-4afd-9ec1-8ba15bd0fe44,desktop
f51b8af3-f3d5-48a6-ad8b-55b472202ce8,mobile
2e877b28-2cba-46c2-a903-db467964ffeb,desktop
b4c0e375-e8f3-4271-8b95-ee0b62719b21,tablet
cefc8453-6da4-4853-a391-e2f11db87f81,desktop
87000603-ec58-45b6-9643-a945b53d9482,tablet
f93e8425-ee77-4adc-9498-2e644f5b7565,desktop
03818a7d-ab50-4c27-89f2-5f81aec6cbc9,tablet
0a51ccef-d173-4777-bc9d-5390934a67d4,tablet
ffb1e9d2-22d8-45d2-942d-3f4458b3affc,tablet
beec4f81-0c85-43ef-86fe-de4a11911ef4,desktop
905e774b-633d-4453-8033-0ce9baf647f3,tablet
d5218164-0779-4f18-8fdc-2c1c49392c21,mobile
0cb12865-3921-4133-ba1e-dead712cde5f,desktop
808b8131-10ef-4e18-9772-cbc6066f1dcd,tablet
ad0d5486-e9b8-43b0-8cf0-2bc7c92d4fdf,tablet
e54110b7-c024-49c5-a9e9-d66debf66e4f,tablet
549f317a-282f-4a41-9324-361196083559,tablet
41748ad5-3b15-4e7f-a1ce-f9bfd80bf23c,mobile
39bae869-c6d6-40b2-9ce1-c2f79ad9175c,mobile
0eac9b88-c3e3-4a0b-9da3-6c2e023e83f9,mobile
90316716-c287-409a-a7c9-560d150a58f6,tablet
fd1309fa-03b1-458b-9170-7e1ba26aca31,tablet
efbbcff8-7bbf-4f3c-9b5e-94537a8fe007,desktop
cef37f83-ed41-4092-8fb0-95b3f7f850e3,mobile
65e15118-3003-4921-9009-6217a4d152d8,tablet
88894a69-67a2-4bc6-9967-4034c68df382,tablet
6459e8cc-b4a3-4b7f-882c-c665854cec8e,mobile
9f2032c4-4087-4b2e-84a2-43f418b1b501,tablet
93f515b3-aaf2-4528-b60e-5651f90a58a7,tablet
063eb85e-d7b5-4fad-935e-306357055521,tablet
21135cb6-a1ea-4cc1-a8d2-3163fa1efae5,tablet
bb9707dd-2a87-4225-8b5c-fd80a05a5bc1,desktop
8b087875-1c8b-4b83-8086-11f9d60a8137,desktop
aa69b187-1ac5-46b8-aa29-70ee4d3b25af,desktop
e5c43501-e223-4dee-b1f1-161dd5372d80,mobile
7d0cd65f-99eb-4130-91f7-073731136d0f,mobile
3ca6d05f-7d94-4d19-82ab-bdd9c6fb5985,mobile
cbb23796-6a38-4f2a-92a5-8b3d22671d32,desktop
4206b2e2-1de9-4623-b81f-c3afb6485aa6,mobile
15704578-d1f2-45b7-b2e0-3474908b3e4b,tablet
492b5d8b-4a87-4c84-9766-1aaa81291364,tablet
9a7606a3-a600-4e0b-a636-57de23ae22fb,tablet
7df53716-6ce4-4a80-9c78-d905f2a0a98c,tablet
cd08a9d6-d047-46e2-a4ed-d5f6c3111d35,tablet
32b0e2de-2a35-49cd-b2cb-e311d4b6ea90,tablet
4d8e23fa-6482-4037-b601-cf1841efb3da,tablet
3611f3a0-00c2-4128-a484-0ea588d9b791,mobile
c325227e-beae-4850-83af-b0f359f1afd8,desktop
9bb01774-00ab-4acb-abc9-f2b10f3d6a95,desktop
888c5415-f467-47d1-9f11-60b3631315f3,desktop
81761837-6d99-4bc9-abcc-5f43f0a2a55c,desktop
dc8d400a-a6ab-486f-9f7f-7d93f67e3d45,tablet
5439091e-27e4-4fa3-afab-ee3e7e20eee7,tablet
d55e6897-8855-489f-b45a-9cdf7f736506,tablet
bd0f3fa7-6dc8-49ac-913e-eee74372e397,tablet
0589a79b-7654-462b-954f-9c7fdea5f89d,mobile
c14d56f4-3a36-40f2-8a92-884426fdcb64,desktop
c96cbe61-d571-48f7-bdfe-e9f522a1915d,mobile
40c311d5-9b2b-4021-b17d-9179ee4d0366,desktop
540c1847-492d-495a-9de3-53d3efb77731,mobile
80f245c5-09b7-45c8-8abe-7e8556ccdd9b,desktop
a5699d8f-ca99-4ffe-abf7-9561d4bc7525,desktop
9f930bfb-f3a6-4aa5-9e02-7cafb345ccdf,mobile
5c26a23c-7202-44b8-a37e-fb27faa182e8,mobile
4601016e-02b1-44b2-b005-de723f838778,tablet
55d0cc7c-3ad9-4996-b183-1dd16b16e59d,mobile
39620732-81e2-4baa-8d74-1b6f9aea41cc,desktop
e2937f49-708f-4c06-bd34-372c03d62979,desktop
e60152d1-657c-4d03-8086-815cb0dc5660,desktop
5efcc78f-4ac1-459d-a8d8-4ddf49e20a14,desktop
27cd5d66-b10e-4677-8a98-cbf234d11a11,mobile
2c72bec7-40c3-4333-bfe4-7facf2be7581,tablet
e928ad86-3df1-48e3-b822-ebd7a852c523,desktop
6a3ca573-e307-468c-acdc-bffc071fdac6,desktop
27527862-26b3-432e-a774-4e36d724d301,desktop
6e801ff9-ac75-4e29-a389-a08ceb84e9eb,mobile
6a2f2172-873a-4ab0-a34f-9cc9ccf76bd8,desktop
916ed720-9a1d-4a62-8cd0-855f4976adc1,tablet
99fca4d1-9a57-45a6-866d-1877481d99ac,tablet
adf38139-81c0-466d-aeb1-ea7fee603ac1,desktop
db1f14ff-b252-48d8-837f-a414f3cd1fa3,desktop
fc0e744b-4e07-4ea0-9fd6-6d366b55cca9,mobile
4d74849b-9aa8-4064-958b-e2edf5b883b5,desktop
ed0ad70c-b389-4ab7-8ff5-ffd22f8035ab,mobile
607b6826-43f8-4a9d-8de0-435c7b968a24,tablet
5895bc46-4b79-458d-9cd8-0c71f1bb900a,mobile
34711005-131f-47e1-85ff-85292a435559,mobile
8bb9b9f0-a332-4ac3-bfa8-c8fbf8ceff3f,desktop
16b27968-e077-4638-94dd-99bad0c2c69d,tablet
5190c565-a3ff-456a-8f89-6f5bc15b6946,mobile
9ef224a2-82a0-468e-919e-6acdc6e0649e,tablet
3cdf2c50-6603-4295-9eca-6b1d32a6dd66,mobile
1e1d9b17-cb1b-47c6-80bb-3de9fa15af3e,tablet
a08b8fc7-71d1-436e-a7a2-ea64c2be63d0,mobile
d907fd02-f1a6-4dee-9366-0a5850456b55,tablet
75fb271e-f0d5-440c-84c8-706485e5d2d2,mobile
b15a48ee-8a46-4938-8d38-734b7620dc5e,tablet
b44436a6-47c4-43c6-a201-fde004e60d0e,mobile
a0c43de5-8766-4a09-bb46-c04cb112eef0,desktop
2ce75954-3bf3-47a8-ac75-d63389b60be7,tablet
1689a9bb-d538-4c6e-b19a-6884b570a9a5,desktop
a1123997-fc92-467d-a5f7-9291167a0c31,desktop
85951fb7-a111-474e-8687-74b1f7baefea,mobile
18bcb8b3-967e-41cf-a3cf-3f90a95bff10,desktop
214ca9cd-fbce-4c83-abb4-f1f6b93465f0,tablet
2c54e202-c454-46fd-b087-732ac49a9fa3,mobile
df8110ce-cb22-48e0-b759-71ee41725848,mobile
d4364741-304f-48a8-a465-abd39fab09f0,tablet
b9e4d562-3cbe-450e-b1de-111554704f6b,tablet
743ca902-1d35-4e16-871a-d813bd5303c7,desktop
bfd18344-564d-4b3e-a515-322677a3c1b7,desktop
6da31c0c-cc53-49d2-9332-2a2c0d153f4e,mobile
0c2fac45-d0bc-4b37-95b2-f7c43e8b7c5c,tablet
31b3acd7-43f2-4772-b026-7afbabf4057e,tablet
88a69c05-d916-43dd-bdfe-3c913535325e,mobile
1ee60a36-4bb5-4e73-975b-9d428ffe0ddf,desktop
27fa6887-b08d-4851-8148-c1822835ec75,tablet
bdc44852-b0cf-436e-bc8e-f6bbdc707c99,desktop
bac1138f-9c0d-45fa-9b49-b050aa68dd90,desktop
a8094564-9d5c-420a-9d82-dbdf7147489b,mobile
0abb7552-a0b8-4150-85e0-f56d528e699b,tablet
9698a669-b7a6-4a3f-93c1-47c0918b4e00,mobile
0fdcae8c-dade-4763-966f-585a2019397d,mobile
adcf7623-8b5b-44e5-8eaf-faec5c156780,desktop
49b432ac-fa12-4372-ae79-305f5a93b71f,tablet
dcf77b1a-49fc-4b93-a15f-5a1d27d9476f,mobile
1a3aac43-ea86-4c1e-9da6-6b8403bd6d17,tablet
4fc30dbb-b313-4b8e-a993-e6183756592f,mobile
3dd1078b-b050-405f-ac2e-fc9662fca7e7,tablet
69a92707-1ae0-401d-8038-a903b733dae8,mobile
bcc81307-860d-4afc-9e88-431f70d2778f,desktop
2349cd66-61e3-45c7-b942-bd5c5be0eec6,desktop
e548783d-26b5-4c8b-8dc8-62d7c02e7a69,mobile
e7810324-a688-4223-b789-3b20bc955cab,desktop
87ff926b-74a8-4090-9a93-3cd29fc144c6,mobile
6a661477-7872-409e-83a1-f9976bcc5424,desktop
a7373ee7-abd9-468f-b9e8-1f61a43548db,tablet
01b09614-cd47-4a2a-82bf-2a1b192fd73d,desktop
084b0600-316c-4ae5-a636-96a038ca0617,tablet
2a2e4c8a-8ed3-4eed-ba88-34f911fbcba5,tablet
119c1632-574a-49f4-b5a9-53f3440f2a12,desktop
20a54d9d-ad64-4248-8bf9-45f1eed34368,tablet
23280898-08fb-4d87-b012-743b57e82e08,desktop
876c8200-776d-44de-964f-a6420fe88e85,tablet
6c54eaeb-d6ef-4ec0-94a1-7d678ed3a764,desktop
310f54b3-9cf3-4fe1-a07e-1cc089365e3d,tablet
2c4078dd-2b58-4882-a618-7e845f8cbb61,mobile
dd3807e9-e6d8-44f4-a607-ff3473a9b00c,desktop
de94cd81-0dbc-44fe-936f-5574fb0aa50c,desktop
50d15f6e-5aa0-462b-9453-05012287e76d,desktop
96ebe701-6751-49ee-99cd-34509a1418db,tablet
e92b0d30-5959-4326-bc95-8d1984c6f112,mobile
4cfc5bcb-d1fa-4012-8465-c21b6f098f28,tablet
53c5eb31-90eb-4d5f-a540-1ed3f35b8854,tablet
bdd480af-ce82-48bb-b081-84171e393f01,desktop
69cc0a27-b9e7-411e-ac80-bc3fd5ed2fb2,tablet
de731df3-00e3-4870-be22-4abec8544f02,tablet
9e744ce2-3f77-4951-9b44-ccdea0dc9f97,mobile
bd75fbfe-9799-42b9-afa5-ecc85614874d,tablet
286034b2-58e8-41b1-8062-3439faca4a6c,mobile
622e3a40-0654-4b31-863e-2cbe3c3b94c9,desktop
88881bd0-fbc9-4045-a066-2eda23a3da44,mobile
14271bd8-1073-4c10-95d3-8b5488e3285e,mobile
1967cafc-9426-44a5-b3a4-4ef9bd902148,desktop
cb636746-7c73-47af-812d-c1da8c270acc,mobile
1349415c-646c-4bf9-b333-d04fe5d88eaa,mobile
368d3e6f-6b97-40f6-888b-c146f0536d1b,desktop
00fb2a32-91e1-43b6-8a08-6375e2e5526c,tablet
f62d8259-0834-4735-9581-05e9fe2ea844,mobile
a6950ec7-2593-41c2-89e7-0e2b774c0c2e,tablet
f632ca1e-e44e-45af-82fc-52a1e48ef978,desktop
13f59b9d-7088-40b2-9de9-8a3a520e6081,desktop
f8dcdcab-3c73-4ad0-b1ef-8e33b418f321,tablet
fd5d1250-e572-431f-a263-a88ca563a87a,mobile
c4b50fd1-5136-4cb6-9eaa-1d988b269a8c,tablet
8b8c6f27-38c9-4811-9a8d-a26e95831d1c,desktop
5ca019c3-f1b4-47a7-b15d-f86ec8617b39,desktop
918e465f-4fa4-47cc-9b43-9c166ac8fb7d,mobile
45b30219-bcdf-4cc1-836d-300db9f6fddd,desktop
c8ffa4e6-767d-4f35-8412-56496e03e177,tablet
e2eb9f0d-198a-4ba1-90a4-7cd01e1cb4bf,tablet
374e9ff5-bb88-4dc5-bdc7-1dbf379cecfc,tablet
9360fbbd-9b2c-4aab-abab-ccbb8483cc9e,tablet
228952a5-fb51-4703-89c3-3cec430d6a5e,mobile
fe4e1ac3-f0ce-4c22-a88c-9bc189c203aa,tablet
0d0b25b7-b8f8-48c3-9bc9-7000050d7a3d,mobile
38a5dcbc-e720-4114-bba7-75e898c248e2,desktop
f5a561c3-b6f6-4f73-8a29-644a840aa41f,desktop
4eeb11be-0bc0-45c7-aff3-66a2115a6ee6,mobile
e9dc0f3b-7ef0-4760-b28e-d1670bca9a5d,mobile
31351156-cfc7-4f44-8141-1a5708d1c593,desktop
7eb50be8-9548-4df3-9b8d-2c7cbf915209,desktop
9c649294-1e0d-4a14-9567-1209a2a6c68d,tablet
a35828c5-cf44-45dd-8df4-1acd4f78e951,mobile
9febb64b-40ae-48a7-b1f4-f881f6a36150,desktop
95c02e01-aaf8-4eac-92f5-af807f5393b9,mobile
ff41cfea-8614-40ec-a9bf-08376564d2b5,desktop
1aafbbf5-6021-418f-8b9f-d7a3813c8c9d,mobile
45b3f4fb-4b72-4a49-b656-2476c06c6734,mobile
fb56d5fe-ad27-4700-afb5-8597fe8c013f,desktop
b4357d6d-d507-42a6-9e4e-10ddb71c6768,tablet
21087a52-3f6c-481c-8a9b-9741394e8826,tablet
b6021cc9-f797-492b-89f7-3ec6fbab3c6a,tablet
b4c91645-c7a8-4e82-badd-9c6e9c43d834,desktop
16c6bd40-2cb0-4f71-802b-823d7a87e639,desktop
f8a02ff9-d02a-4dc2-961d-0d3d5740bd50,tablet
fde91546-8f38-427f-a376-44d10326722c,desktop
c8db3199-224c-44de-ae61-acf5b9818b0e,desktop
a606fb3d-58e8-4d58-a679-3cdc71b8c52f,tablet
e0c607cb-cfd3-49f2-af06-2394379a599f,desktop
49b42576-6f9f-472e-8bcd-b8522d02b9d4,desktop
98b71161-bbc3-43f7-afc3-cacc6f1e8e64,mobile
4eea7da8-3a06-41b9-9537-f49e50782069,mobile
13810232-4e42-403a-bc48-2de0f6a0a116,tablet
5be46a25-3f2c-40bb-bf90-8ea4d9188903,mobile
5df2168d-78f7-4e28-8a1f-aea546a9fdd4,mobile
5aacdf38-c36b-4271-baab-3b2a9147be91,desktop
9a579100-1ae7-413a-b729-c471d2e60511,mobile
f657dfb1-9e69-4180-8645-2c2db5a5e5d8,desktop
10eabd49-20a6-49f4-8e3a-229a95972e88,mobile
b9859ad2-20bf-45e3-a295-4f322b2cd199,tablet
76470712-032d-4083-b88b-1791738c2bca,desktop
c6f28ecf-4292-4fe2-b73e-0b24cd8586a2,mobile
db89ade9-2c2e-45e1-ae4e-6a1991e8204d,desktop
1539a60e-7b51-4c77-b69a-739d201c6c42,tablet
1fc7ef86-b9d1-4fae-9f13-17d7c3d1482d,tablet
b5ac0ac9-4416-410f-a1ed-43355354ab54,desktop
1668011b-dbea-45af-9256-dadbb8ac5609,tablet
a939cf06-8159-41d6-888d-87e9873a436d,tablet
e8fe52fb-6a26-4180-b861-e12cc347cd22,mobile
dd25251f-0143-4ac2-9e7c-5b5f9b3de54a,tablet
82a3e7fe-ed15-4991-99f9-4292f495660a,mobile
229a0882-b4c3-44e7-98f8-b5236c8e7df5,desktop
4ba07bfc-ad2b-44f6-a0e1-4051bdfb7561,tablet
44309db4-8393-41fb-8e19-309809e1b5a9,desktop
5401ddcb-979b-4673-b6ec-23fe874e02e4,tablet
39bb90ab-67ed-45be-a9a0-cbd5277b3804,mobile
5be22f68-6264-49ee-8ddc-09b36b6526aa,tablet
1e4d77d9-80e7-4a07-928e-3803eb7a0e1c,desktop
e73fb9d0-e818-4b82-bab6-793c208db861,tablet
84a860f7-ed55-4cfb-8539-54fb5a9ea47d,mobile
fdc78f1d-039c-4b76-98ec-331495eb2fce,desktop
019b90f4-50eb-4c7c-b34b-17dad76d7189,mobile
ea573d67-e920-450f-8824-05aad792f1f3,tablet
9be100a2-b351-45f7-b522-399e7d740812,tablet
79f704a7-e864-459d-9f5b-eeaeeea49e7b,mobile
32f4d3f8-7621-4a12-818e-7cc3377ff284,desktop
11231b71-5a88-4842-98f8-7563d9889ec3,mobile
d0655402-5d3a-4010-b706-57756cac159c,desktop
3d4c2b49-8073-4ef1-be39-86b951b0a89a,desktop
75a7a91d-ef42-40f5-a66e-65ae355db169,desktop
1f4f0245-e94b-4f93-8b16-f41197c4708f,mobile
01b57e7b-8b28-4f04-a4de-e3821b1edfcb,desktop
349330d2-32a9-4832-8374-3c97c11a46ca,mobile
3a2ec704-ad1b-4975-9bab-a10b3a7b71a6,mobile
f0807cab-0dce-428c-8df4-90c1fb0b14a5,mobile
2666e674-0468-4156-9f99-ea82416edc63,tablet
169fa743-273f-4ae7-8d49-8eb5bbd63e44,tablet
daf8e9ab-d112-402f-b92e-611ff53e8668,tablet
3353e478-282c-4a46-b825-4370756dbcfd,desktop
33433c31-a7cd-4157-8cd0-179f040a5c75,tablet
711c9420-7c37-4d62-9ee5-a433ad572dd7,tablet
9e779c49-1f2f-4bdb-9a60-dbec94381ca4,tablet
4023b66b-6514-477c-aef7-ec4b19774590,desktop
f9c42298-9e53-4b63-95cd-d9500bc9595e,mobile
0631c1be-80e9-4ac7-ad8e-e82d2ad0ac1c,tablet
77c04fb9-d0d5-41a2-ba89-ea2b73ccb0fe,mobile
b5541899-be30-4a24-9077-98997588d320,mobile
22785601-c09a-4ef1-8497-0bc65afbc266,mobile
e5a9cbb1-5745-4794-903b-a4f34cdd1b78,mobile
2c4eb039-f072-45e9-980b-936e20794377,tablet
2b2c4911-5653-47ec-8846-d62050fd1957,desktop
1156e8b1-c6bf-4dca-bd70-00a2a756af5a,tablet
e1c699c1-17e5-45be-9dd4-6257d4a5028d,desktop
6d18cbd1-2cb1-46ba-ad5e-cec782063dec,tablet
ed353243-c04a-4381-ac88-96438a8a2f45,tablet
deabc1ef-6b1c-4af6-af2e-a0d5829a7c00,mobile
b3db4622-0ff6-4e7f-8b44-c05e33637bff,desktop
6284f747-949b-43cd-a866-42e386579ba0,tablet
e3ef6412-2e56-422a-b100-03e28a07abae,desktop
a5e373ae-a9fb-484c-834d-761d3c493a78,desktop
88c4bcc6-02b0-4141-911b-b953e16dbd48,tablet
abcc3eca-88e8-4903-b343-3a6800106f1a,desktop
f940dfcc-c8be-4546-9cad-d6a83b30ba28,tablet
5263e16c-4a5d-4a9e-825c-abc1e37ebb1d,tablet
ea4a3b50-ccd0-4ad4-b267-97ee3a18d2fe,mobile
8dc33d94-72c6-4796-b9bf-b50e7f7780cc,mobile
098364ab-b261-4857-84b5-e57906dd3436,desktop
5964f22d-92d2-4c8e-8f92-af922bd508d5,mobile
bd87a0f0-8c14-4282-9f46-fa3631a62684,desktop
9c4b9b6c-9575-4a43-a89e-a8224845e21b,tablet
0ac57556-f0f7-4b8a-9b77-55cfb0b0aecc,mobile
cd313329-88cb-4e5d-b0d7-3941053d1cf4,tablet
17ad02c7-8277-414c-a8dd-1de1a168df19,mobile
2ce414a0-6598-49e9-8b77-84cef37e7e25,mobile
717d6242-5bf5-4350-9db1-6777bfccfd44,mobile
caa7454e-b74b-4d5a-9be6-ed64076defd7,tablet
e44cbd29-2589-4dff-b659-5738a8bf8565,desktop
8180585f-4fb6-4dc0-9461-7d587bb53ba9,mobile
8c7c8d38-8489-4929-b691-2d7fc52de3b2,tablet
5e1073bd-ea9a-4b9b-acd1-66208a8b45f2,desktop
4a9d3d0c-0cdc-4133-b52f-2c6ab7fc741e,desktop
c3e32b52-d25a-4268-8dff-9e833f902aaa,mobile
ce290ace-5dd9-473f-8953-08e0cab86b05,tablet
846bd451-4aec-4688-b002-e18ada7ab216,tablet
ce534e80-10bd-451f-bbab-647252f461d4,desktop
74cbdb29-aa13-4958-b907-b5044217c81c,tablet
b54944c0-9ab4-41ea-ac8b-7e5464f34376,desktop
f66b83b7-5ef6-4952-979c-315271fd040d,desktop
d53897e4-22fd-4cad-a8e1-a885af7744b8,desktop
6edd85f1-9964-48dd-8677-e8ddd197c391,mobile
4811f692-69c7-41d8-9253-8e0a8e8a9eff,tablet
4ca42945-3ce0-4253-be77-17021808dbdb,mobile
e752acbe-de99-4cdc-91ad-e8a7f2e84b65,desktop
e86b87ef-2888-4bf6-8685-814378a310c7,tablet
3939e6e8-389e-4b1a-8878-e7d401a68c09,tablet
761ebcfd-9345-4d9d-b243-f4fcbe1611fd,desktop
f9db5111-3908-486d-8998-bba838c901fe,tablet
8f3ee733-a0e2-46c6-b9d1-0c8c18e9f56e,desktop
9610bd81-550e-448b-8385-4086ddfc4e53,desktop
ecbdd265-6652-43d6-9e2f-37414118b5f6,desktop
9674b50f-f39a-4637-80d4-4f642e001ad4,desktop
