phase,account_node,account_id,is_fraud_account,degree,weighted_degree,connected_device_count,connected_ip_count,connected_merchant_count,shared_device_count,shared_ip_count,proj_degree,proj_weighted_degree,community_id_louvain,community_id_lpa
T2,account:d65f89e8-fa5f-420b-a113-dddc66861ec3,d65f89e8-fa5f-420b-a113-dddc66861ec3,False,3,12.0,1,1,1,1,1,25,25,4,0
T2,account:e6b65ea1-8307-4cad-b2e8-6418b7b7e089,e6b65ea1-8307-4cad-b2e8-6418b7b7e089,False,7,15.0,2,2,3,2,2,79,81,18,0
T2,account:8aed29b7-0702-4372-bcec-299ea2a1dc93,8aed29b7-0702-4372-bcec-299ea2a1dc93,False,6,12.0,1,3,2,1,3,73,74,69,0
T2,account:a94d285b-0612-41c9-b2f2-d3b06728c9e8,a94d285b-0612-41c9-b2f2-d3b06728c9e8,False,6,12.0,2,2,2,2,2,52,53,69,0
T2,account:2862706e-9d45-4ac4-a58e-c6fbbcc6467d,2862706e-9d45-4ac4-a58e-c6fbbcc6467d,False,4,6.0,1,2,1,1,2,39,39,18,0
T2,account:7e083033-b119-4a58-93ae-fc9c8259488b,7e083033-b119-4a58-93ae-fc9c8259488b,False,5,15.0,2,1,2,2,1,50,52,4,0
T2,account:e2b0ca32-9bd6-4e99-85a5-0c8e9338f155,e2b0ca32-9bd6-4e99-85a5-0c8e9338f155,False,5,9.0,1,2,2,1,2,67,67,3,0
T2,account:dd498609-4c03-41c9-9353-337d92877b92,dd498609-4c03-41c9-9353-337d92877b92,False,3,6.0,1,1,1,1,1,29,29,42,0
T2,account:85857ab5-ff6f-4b86-b446-87c33f37d9ba,85857ab5-ff6f-4b86-b446-87c33f37d9ba,False,4,6.0,2,1,1,2,1,38,39,27,0
T2,account:0625c094-45b5-474c-9c48-4874cd83062b,0625c094-45b5-474c-9c48-4874cd83062b,False,5,12.0,2,1,2,2,0,59,59,31,0
T2,account:104bd123-c563-4270-bad6-97d4d412c9dc,104bd123-c563-4270-bad6-97d4d412c9dc,False,5,12.0,1,2,2,1,2,49,49,65,0
T2,account:69cfc85b-0678-4f5b-b13a-4eafa4ee28cc,69cfc85b-0678-4f5b-b13a-4eafa4ee28cc,False,6,9.0,1,3,2,1,2,44,44,73,0
T2,account:c2e5949c-f08b-4025-89cd-247860f673bf,c2e5949c-f08b-4025-89cd-247860f673bf,False,3,3.0,1,1,1,1,1,30,31,3,0
T2,account:53e2955a-decc-45e4-87b9-fe4c6eacc6e9,53e2955a-decc-45e4-87b9-fe4c6eacc6e9,False,4,12.0,1,1,2,1,1,50,50,10,0
T2,account:216f32e3-0762-410e-8180-8ecad6080187,216f32e3-0762-410e-8180-8ecad6080187,False,6,9.0,1,2,3,1,2,76,76,18,0
T2,account:8f6b8a54-70ea-4a7e-be23-b78446c1480d,8f6b8a54-70ea-4a7e-be23-b78446c1480d,False,7,24.0,3,2,2,3,2,56,57,0,0
T2,account:9f97be18-7751-4fb3-b6ae-06fec2726dd8,9f97be18-7751-4fb3-b6ae-06fec2726dd8,False,4,6.0,1,1,2,1,1,38,38,82,0
T2,account:48b25dc6-3b90-423d-bb09-63fec9214dea,48b25dc6-3b90-423d-bb09-63fec9214dea,False,3,3.0,1,1,1,1,1,33,33,81,0
T2,account:2f312fba-55c6-4175-9c9d-31f5c271e135,2f312fba-55c6-4175-9c9d-31f5c271e135,True,8,39.0,2,3,3,2,3,94,99,66,0
T2,account:977b9427-fe8e-4711-8aa0-63bf72d8f613,977b9427-fe8e-4711-8aa0-63bf72d8f613,False,5,6.0,1,2,2,1,2,41,42,69,0
T2,account:6bfc812d-e434-4b82-a7fa-802fa5638f9a,6bfc812d-e434-4b82-a7fa-802fa5638f9a,False,4,6.0,1,1,2,1,1,47,47,3,0
T2,account:9d804153-fdc2-4365-b4c5-59e26d0962ab,9d804153-fdc2-4365-b4c5-59e26d0962ab,False,9,24.0,2,4,3,2,4,90,91,22,0
T2,account:ea3c014f-ccb9-4e78-a230-435c2b18184a,ea3c014f-ccb9-4e78-a230-435c2b18184a,False,6,15.0,1,3,2,1,3,62,63,18,0
T2,account:966ad9c0-854e-4142-b749-452a4ce3ecd5,966ad9c0-854e-4142-b749-452a4ce3ecd5,False,4,12.0,2,1,1,2,1,32,32,63,0
T2,account:e4a93cec-aa1c-4175-8c54-7b5d80eb72f6,e4a93cec-aa1c-4175-8c54-7b5d80eb72f6,False,3,3.0,1,1,1,1,0,27,27,26,0
T2,account:5f3e286e-d032-45e4-8106-0761ceb283fb,5f3e286e-d032-45e4-8106-0761ceb283fb,False,3,3.0,1,1,1,1,1,37,37,26,0
T2,account:19c82d51-efde-46fd-bd6b-53b76b04a801,19c82d51-efde-46fd-bd6b-53b76b04a801,False,3,6.0,1,1,1,1,1,32,32,31,0
T2,account:5e67c277-2f62-4581-b0dd-6b143d9d5de1,5e67c277-2f62-4581-b0dd-6b143d9d5de1,False,8,12.0,4,1,3,4,1,82,82,31,0
T2,account:a9ef1c26-282c-4306-a347-3e9daea36b97,a9ef1c26-282c-4306-a347-3e9daea36b97,False,6,12.0,2,2,2,2,2,60,61,81,0
T2,account:f544f7d6-3101-463f-a253-b768a0af4ccb,f544f7d6-3101-463f-a253-b768a0af4ccb,False,6,6.0,2,2,2,1,2,51,52,37,0
T2,account:e0567074-2ff2-4687-b812-b69b23c5e6d7,e0567074-2ff2-4687-b812-b69b23c5e6d7,False,7,12.0,2,2,3,2,2,79,79,10,0
T2,account:16feabbd-4add-4102-82e7-10660a2f3ac7,16feabbd-4add-4102-82e7-10660a2f3ac7,False,5,6.0,2,1,2,2,1,55,56,10,0
T2,account:efc87b05-2e9b-463d-ae6a-822a232895b4,efc87b05-2e9b-463d-ae6a-822a232895b4,False,4,12.0,1,2,1,1,2,27,27,42,0
T2,account:7a5f9736-a3db-41e8-85de-871ed3cbaeef,7a5f9736-a3db-41e8-85de-871ed3cbaeef,False,3,3.0,1,1,1,1,1,32,32,78,0
T2,account:7bade390-1a6f-4f61-b9b7-e174a792e271,7bade390-1a6f-4f61-b9b7-e174a792e271,False,8,18.0,2,2,4,2,2,92,92,82,0
T2,account:e451c342-da3c-47fa-b2b0-28640415ee21,e451c342-da3c-47fa-b2b0-28640415ee21,False,4,6.0,1,1,2,1,1,50,52,3,0
T2,account:f598b762-45e0-41f4-9404-853a0436a806,f598b762-45e0-41f4-9404-853a0436a806,False,3,3.0,1,1,1,1,1,28,28,65,0
T2,account:c9accba0-2bdd-4893-bb09-10c78f71c77a,c9accba0-2bdd-4893-bb09-10c78f71c77a,False,5,9.0,1,2,2,1,2,42,42,65,0
T2,account:0ca51a6e-73de-46ac-8910-1bc392c86369,0ca51a6e-73de-46ac-8910-1bc392c86369,False,6,12.0,1,3,2,1,3,40,40,10,0
T2,account:cc8b224f-71bb-4993-916c-ad600b913c8b,cc8b224f-71bb-4993-916c-ad600b913c8b,False,5,6.0,2,2,1,2,2,42,42,42,0
T2,account:3721f268-2070-4a5c-8f28-0de041a7f057,3721f268-2070-4a5c-8f28-0de041a7f057,False,5,6.0,1,2,2,1,2,49,50,42,0
T2,account:f9d8dbfa-2f90-4747-a405-e208f06bdffd,f9d8dbfa-2f90-4747-a405-e208f06bdffd,False,6,12.0,2,2,2,2,2,52,54,66,0
T2,account:f30203b0-ce6b-42ec-8404-9982f4816153,f30203b0-ce6b-42ec-8404-9982f4816153,False,4,12.0,1,1,2,1,1,45,47,46,0
T2,account:0539229f-26c5-46c5-aed3-ce6274975c1c,0539229f-26c5-46c5-aed3-ce6274975c1c,False,5,9.0,2,1,2,2,1,70,70,22,0
T2,account:a3552a3e-1a92-4989-bccf-4f3e697afbf4,a3552a3e-1a92-4989-bccf-4f3e697afbf4,False,6,9.0,2,1,3,2,1,74,75,82,0
T2,account:9b7d60c1-e90f-4df7-9d34-52f42dd8eca6,9b7d60c1-e90f-4df7-9d34-52f42dd8eca6,False,5,9.0,2,1,2,2,1,53,53,65,0
T2,account:8cb4d75a-78f5-4e05-a878-419d8b759f30,8cb4d75a-78f5-4e05-a878-419d8b759f30,False,5,6.0,1,2,2,1,2,59,59,22,0
T2,account:4ab1534f-e3a7-413b-8725-a0d63b09e8ad,4ab1534f-e3a7-413b-8725-a0d63b09e8ad,False,8,21.0,3,3,2,3,3,59,59,22,0
T2,account:2b2c9df6-f777-467e-8cd5-d761404e4fb0,2b2c9df6-f777-467e-8cd5-d761404e4fb0,False,4,9.0,1,2,1,1,2,31,31,10,0
T2,account:1bd64181-b577-44f5-bccf-3891ec62f799,1bd64181-b577-44f5-bccf-3891ec62f799,False,5,12.0,1,2,2,1,2,60,61,69,0
T2,account:1b62c31a-cc43-4834-9943-ba57d1b3c731,1b62c31a-cc43-4834-9943-ba57d1b3c731,False,6,12.0,2,2,2,2,1,53,54,10,0
T2,account:a4f565c8-7a24-42b4-8daa-e0006a097437,a4f565c8-7a24-42b4-8daa-e0006a097437,False,5,9.0,2,2,1,2,2,38,38,27,0
T2,account:3c95d323-57ac-4da5-8757-2566c2e27a0d,3c95d323-57ac-4da5-8757-2566c2e27a0d,False,7,21.0,2,2,3,2,2,86,86,18,0
T2,account:ecfa8419-7907-4841-8ec0-a0e7a7b37b55,ecfa8419-7907-4841-8ec0-a0e7a7b37b55,False,5,9.0,2,1,2,2,1,51,51,0,0
T2,account:cbd3203a-d94d-4eb1-a390-7258662bc7da,cbd3203a-d94d-4eb1-a390-7258662bc7da,False,3,9.0,1,1,1,1,1,28,28,0,0
T2,account:8af3e4f8-0625-4c3a-830b-14c2df3b33e6,8af3e4f8-0625-4c3a-830b-14c2df3b33e6,False,5,12.0,1,2,2,1,2,58,58,66,0
T2,account:1679b8e5-75c1-4f7d-9756-66a8ab375458,1679b8e5-75c1-4f7d-9756-66a8ab375458,False,5,9.0,2,1,2,2,1,48,48,10,0
T2,account:8cea572b-ed67-4898-97c9-a0f3978fb9da,8cea572b-ed67-4898-97c9-a0f3978fb9da,False,4,9.0,1,2,1,1,2,34,34,65,0
T2,account:93093515-b3b2-4ed4-9da1-9a6124ea8008,93093515-b3b2-4ed4-9da1-9a6124ea8008,False,6,12.0,1,2,3,1,2,65,65,4,0
T2,account:5017fdca-1018-4bb7-8aa7-c4c8aece17be,5017fdca-1018-4bb7-8aa7-c4c8aece17be,False,7,21.0,3,1,3,3,1,79,80,31,0
T2,account:dffb981a-78fc-4e4a-883c-25774642813c,dffb981a-78fc-4e4a-883c-25774642813c,False,6,12.0,3,2,1,3,2,43,43,18,0
T2,account:cfdf45b1-ec76-4dfc-b740-8ee24a4b52a5,cfdf45b1-ec76-4dfc-b740-8ee24a4b52a5,False,3,3.0,1,1,1,1,1,22,22,0,0
T2,account:f924c5fa-d169-44b5-b9d1-45c31795d355,f924c5fa-d169-44b5-b9d1-45c31795d355,False,4,9.0,2,1,1,2,1,25,25,31,0
T2,account:da6bc837-6549-4bdd-b6ff-a11bb9b4b110,da6bc837-6549-4bdd-b6ff-a11bb9b4b110,False,5,6.0,2,1,2,2,1,60,60,18,0
T2,account:fee90100-89a7-452b-bfa2-090734bc9d59,fee90100-89a7-452b-bfa2-090734bc9d59,False,5,6.0,1,2,2,1,2,59,59,10,0
T2,account:5e941544-1458-4bd3-b8bf-1e808c1a66d4,5e941544-1458-4bd3-b8bf-1e808c1a66d4,False,5,15.0,1,1,3,1,1,57,59,73,0
T2,account:9bc1df95-5bb8-47c9-89e2-dcfc0978ffb8,9bc1df95-5bb8-47c9-89e2-dcfc0978ffb8,False,6,18.0,2,2,2,2,2,49,49,78,0
T2,account:5eab2850-b73d-4b00-b7f6-31170fa8c539,5eab2850-b73d-4b00-b7f6-31170fa8c539,False,6,21.0,1,3,2,1,3,49,49,26,0
T2,account:56466033-1c1c-4a4f-a40d-21c5d0540a27,56466033-1c1c-4a4f-a40d-21c5d0540a27,False,3,3.0,1,1,1,1,1,33,33,63,0
T2,account:fa3c3f18-c74a-4942-962c-e750bbc9b74e,fa3c3f18-c74a-4942-962c-e750bbc9b74e,False,4,9.0,1,2,1,1,2,30,30,82,0
T2,account:9ced3759-4cbf-40e8-8e40-a70a912ed746,9ced3759-4cbf-40e8-8e40-a70a912ed746,False,3,6.0,1,1,1,1,1,28,28,26,0
T2,account:4f15fab5-72ce-46ce-8094-28765adae6a0,4f15fab5-72ce-46ce-8094-28765adae6a0,False,6,9.0,2,2,2,2,2,42,42,69,0
T2,account:ff8846f7-ea0c-4315-be93-55c338e64c1d,ff8846f7-ea0c-4315-be93-55c338e64c1d,False,11,15.0,3,4,4,3,4,103,105,0,0
T2,account:2524c06c-1d2f-4647-b7b0-12c303423020,2524c06c-1d2f-4647-b7b0-12c303423020,False,4,12.0,1,1,2,1,1,61,61,3,0
T2,account:3e4db4d2-5b47-4519-8e3c-680d4e9d89bb,3e4db4d2-5b47-4519-8e3c-680d4e9d89bb,False,4,15.0,1,1,2,1,1,33,33,65,0
T2,account:952b359c-aa74-4b8b-a920-77487437f976,952b359c-aa74-4b8b-a920-77487437f976,False,3,3.0,1,1,1,1,1,28,28,0,0
T2,account:86940445-c057-44c5-9204-d9fbebb81dc0,86940445-c057-44c5-9204-d9fbebb81dc0,False,6,18.0,1,3,2,1,3,64,65,81,0
T2,account:387e8b9e-5b69-481e-93fc-bcc9c90a5bc4,387e8b9e-5b69-481e-93fc-bcc9c90a5bc4,False,5,9.0,2,2,1,2,2,40,41,65,0
T2,account:a57065ee-83f5-4358-90bc-bb481719caaa,a57065ee-83f5-4358-90bc-bb481719caaa,False,3,6.0,1,1,1,1,1,31,31,3,0
T2,account:8780a385-62fc-4725-990c-92999a7d2f40,8780a385-62fc-4725-990c-92999a7d2f40,False,4,6.0,2,1,1,2,1,35,35,41,0
T2,account:cc92b7c0-4a82-41be-a64f-a10ca5537c9c,cc92b7c0-4a82-41be-a64f-a10ca5537c9c,False,4,9.0,1,1,2,1,1,45,45,31,0
T2,account:2909a15c-ccf7-4de7-ad09-4a255d4a7bc2,2909a15c-ccf7-4de7-ad09-4a255d4a7bc2,False,4,6.0,2,1,1,2,1,47,47,46,0
T2,account:1cd7a315-f9cc-48f6-ae6a-1c2ed85c3590,1cd7a315-f9cc-48f6-ae6a-1c2ed85c3590,False,6,15.0,1,2,3,1,2,71,72,46,0
T2,account:3874b8e0-039a-47ae-bdf3-9946414b1084,3874b8e0-039a-47ae-bdf3-9946414b1084,False,6,12.0,2,2,2,2,2,58,58,3,0
T2,account:74dc8a24-f059-4155-9136-0d5942b942b7,74dc8a24-f059-4155-9136-0d5942b942b7,False,4,12.0,1,2,1,1,2,44,44,37,0
T2,account:9fd8c249-888f-41d5-b814-4b2e86fdd03b,9fd8c249-888f-41d5-b814-4b2e86fdd03b,False,6,9.0,2,1,3,2,1,80,81,41,0
T2,account:93b6f975-d46a-43d4-8772-006ee9312aeb,93b6f975-d46a-43d4-8772-006ee9312aeb,False,4,12.0,1,1,2,1,1,52,52,37,0
T2,account:5650dc94-fcc2-4e49-9db6-778f7638eb21,5650dc94-fcc2-4e49-9db6-778f7638eb21,False,6,9.0,1,3,2,1,3,41,41,27,0
T2,account:46825197-0bdb-48e3-8a06-ac9b20ce132a,46825197-0bdb-48e3-8a06-ac9b20ce132a,False,8,12.0,2,3,3,2,3,80,82,46,0
T2,account:ef4bea6a-47b4-456c-9750-760c06e7142e,ef4bea6a-47b4-456c-9750-760c06e7142e,False,8,12.0,3,2,3,3,2,85,85,81,0
T2,account:040ef527-5847-404b-9b90-605c62f35759,040ef527-5847-404b-9b90-605c62f35759,False,7,18.0,3,3,1,3,3,48,49,41,0
T2,account:0d5239de-5ede-42a8-acee-2e9f27d15b21,0d5239de-5ede-42a8-acee-2e9f27d15b21,False,5,6.0,2,2,1,2,2,40,41,10,0
T2,account:7cc6b597-de86-481b-a054-edc9593f62a1,7cc6b597-de86-481b-a054-edc9593f62a1,False,3,6.0,1,1,1,1,1,21,21,4,0
T2,account:e30d07ef-621f-4a4e-8408-d65a30032813,e30d07ef-621f-4a4e-8408-d65a30032813,False,6,15.0,1,2,3,1,2,76,78,22,0
T2,account:1e8e88af-b36c-4f9f-b88e-3474225cfe5e,1e8e88af-b36c-4f9f-b88e-3474225cfe5e,False,4,6.0,1,1,2,1,1,48,48,78,0
T2,account:de32396f-494c-49ab-becd-30ceba8cd431,de32396f-494c-49ab-becd-30ceba8cd431,False,4,9.0,1,1,2,1,1,42,42,27,0
T2,account:8f8f4dae-f56c-4590-bf8c-06ab8ba0ad19,8f8f4dae-f56c-4590-bf8c-06ab8ba0ad19,False,5,15.0,2,1,2,2,1,60,60,66,0
T2,account:514b5ea2-bb6b-4288-b1ad-db9c53a7a36a,514b5ea2-bb6b-4288-b1ad-db9c53a7a36a,False,8,12.0,2,4,2,2,4,61,62,10,0
T2,account:98e079b5-a97d-4236-af0c-b07c269f4797,98e079b5-a97d-4236-af0c-b07c269f4797,False,8,15.0,2,3,3,2,3,84,84,73,0
T2,account:cc348b5e-b749-40f8-8650-c7f677923d6b,cc348b5e-b749-40f8-8650-c7f677923d6b,False,4,9.0,1,1,2,1,1,50,50,22,0
T2,account:25745656-63e6-4859-9237-59bb077f21dd,25745656-63e6-4859-9237-59bb077f21dd,False,4,6.0,1,1,2,1,1,40,40,10,0
T2,account:1861c776-66cc-4c7f-a6e3-718984bafd2c,1861c776-66cc-4c7f-a6e3-718984bafd2c,False,4,9.0,1,1,2,1,1,44,45,26,0
T2,account:8abbdf67-793c-4d1d-a1e6-d138b4e55687,8abbdf67-793c-4d1d-a1e6-d138b4e55687,False,8,15.0,2,3,3,2,3,82,84,38,0
T2,account:a04feea0-3be5-4994-82b8-89b750b6d4e1,a04feea0-3be5-4994-82b8-89b750b6d4e1,False,3,3.0,1,1,1,1,1,38,38,81,0
T2,account:df261b4e-49d6-4256-8f48-80d1d8996d29,df261b4e-49d6-4256-8f48-80d1d8996d29,False,7,12.0,3,1,3,3,1,88,90,3,0
T2,account:49ec98fe-c9dd-4e97-9ff3-735a782040e6,49ec98fe-c9dd-4e97-9ff3-735a782040e6,False,5,21.0,1,2,2,1,2,69,69,66,0
T2,account:d594730e-19ea-4499-a942-24842d1f8ee8,d594730e-19ea-4499-a942-24842d1f8ee8,False,7,18.0,1,3,3,1,3,77,78,26,0
T2,account:67361dea-3bfc-43ae-a900-b2e1d389f2ba,67361dea-3bfc-43ae-a900-b2e1d389f2ba,False,3,9.0,1,1,1,1,1,19,19,10,0
T2,account:672a5f84-0e96-4464-abd4-483bdda8d333,672a5f84-0e96-4464-abd4-483bdda8d333,False,0,0.0,0,0,0,0,0,0,0,5,3
T2,account:a2b28abb-7214-40c7-9590-9044f39c92b2,a2b28abb-7214-40c7-9590-9044f39c92b2,False,5,15.0,1,1,3,1,1,74,76,31,0
T2,account:b14b9691-6c19-422f-8e73-52d978367a77,b14b9691-6c19-422f-8e73-52d978367a77,False,4,12.0,1,2,1,1,2,27,27,65,0
T2,account:c7c735f9-8358-4e73-b413-735d3bad1655,c7c735f9-8358-4e73-b413-735d3bad1655,False,5,6.0,2,1,2,2,1,47,48,73,0
T2,account:c5545682-e14e-4fc1-ba27-3545e4c68f05,c5545682-e14e-4fc1-ba27-3545e4c68f05,False,3,9.0,1,1,1,1,1,18,18,26,0
T2,account:24c43b63-14c2-42b6-af6a-2254a70ef7a7,24c43b63-14c2-42b6-af6a-2254a70ef7a7,False,6,12.0,2,2,2,2,2,50,51,81,0
T2,account:68e57276-54b1-4b20-aa46-60427d34aa0e,68e57276-54b1-4b20-aa46-60427d34aa0e,False,5,9.0,2,1,2,2,1,63,63,73,0
