account_id,acct_tx_count,acct_tx_velocity,acct_active_days,acct_amount_total,acct_amount_avg,acct_amount_std,acct_age_days,acct_kyc_unverified,dev_unique_count,dev_tx_per_device,dev_max_accts_per_device,dev_shared_count,dev_shared_ratio,dev_concentration,net_unique_ip_count,net_tx_per_ip,net_max_accts_per_ip,net_shared_ip_count,net_shared_ip_ratio,net_ip_concentration,tx_velocity,tx_amount_mean,tx_amount_max,tx_amount_concentration,tx_time_spread_hours,tx_hour_mode,tx_weekend_ratio,merch_unique_count,merch_concentration,merch_max_accts_per_merchant,merch_top_category,merch_avg_age_days,graph_degree,graph_weighted_degree,graph_connected_devices,graph_connected_ips,graph_connected_merchants,graph_shared_devices,graph_shared_ips,graph_proj_degree,graph_proj_weighted_degree,graph_community_size,graph_community_density,graph_community_fraud_ratio,graph_community_shared_device_ratio,graph_community_shared_ip_ratio,phase,is_fraud_account,fraud_cluster_id,net_ip_persistence_score,merch_persistence_score,dev_mutation_score,relational_stability_score,topology_drift_score,behavioral_shift_score,genome_drift_score
3c8f01fc-9b35-4e1c-a63d-92926d56d3ab,5.0,0.5555555555555556,5.0,8909.75,1781.95,1581.1299028542849,35,0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,2.5,4.0,2.0,1.0,0.8,0.5555555555555556,1781.95,3504.83,0.3933701843486069,223.48472222222222,0.0,0.4,3.0,0.6,24.0,0.0,42.8,6,15.0,1,2,3,1,2,67,68,75,0.2032,0.0,0.1287,0.0684,T2,False,none,1.5,14.4,0.1,8.333333,33.5,0.92591,3.311111
5b808fcd-b85a-45fb-91c2-434d81a9f184,1.0,0.1111111111111111,1.0,2453.21,2453.21,0.0,96,0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.1111111111111111,2453.21,2453.21,1.0,0.0,18.0,0.0,1.0,1.0,25.0,0.0,20.0,3,3.0,1,1,1,1,1,35,35,116,0.1649,0.0086,0.1597,0.0888,T2,False,none,1.0,25.0,0.5,8.666667,17.5,0.11111,3.388889
5c1d6c75-a891-4fe8-a8a9-23c0af5f1f35,3.0,0.3333333333333333,2.0,6539.91,2179.97,2321.1568169557177,81,0,2.0,1.5,8.0,2.0,1.0,0.6666666666666666,2.0,1.5,5.0,2.0,1.0,0.6666666666666666,0.3333333333333333,2179.97,4817.94,0.7366982114432767,154.91666666666666,5.0,0.0,2.0,0.6666666666666666,24.0,2.0,16.666666666666668,6,9.0,2,2,2,2,2,56,56,90,0.2065,0.0111,0.193,0.0789,T2,False,none,1.0,16.0,0.266667,8.333333,18.666667,0.499993,3.2
e56312f7-0399-4f3a-8eac-11504ec3af74,2.0,0.2222222222222222,2.0,7484.25,3742.125,1478.5956348001303,25,0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.2222222222222222,3742.125,4787.65,0.6396966963957644,125.6225,12.0,0.5,2.0,0.5,23.0,1.0,27.0,4,6.0,1,1,2,1,1,48,48,133,0.1685,0.015,0.242,0.0995,T2,False,none,1.0,11.5,0.166667,8.0,24.0,0.444436,3.055556
36e2f49c-813a-40ce-b470-8d4735050eec,5.0,0.5555555555555556,4.0,10417.04,2083.4080000000004,2021.2092371325634,27,0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.5,4.0,2.0,1.0,0.8,0.5555555555555556,2083.4080000000004,4638.78,0.44530692019997997,87.3275,3.0,0.4,2.0,0.6,25.0,0.0,73.4,5,15.0,1,2,2,1,2,49,49,111,0.1666,0.018,0.1857,0.1152,T2,False,none,1.5,15.0,0.1,8.666667,24.5,0.92591,3.422222
99923b2e-85d9-4fb8-b982-eab6d2bfd373,4.0,0.4444444444444444,4.0,10018.32,2504.58,1234.7572879990084,66,0,3.0,1.3333333333333333,8.0,3.0,1.0,0.5,1.0,4.0,6.0,1.0,1.0,1.0,0.4444444444444444,2504.58,4164.7,0.41570842217058346,127.22694444444444,10.0,0.25,3.0,0.5,21.0,2.0,61.25,7,12.0,3,1,3,3,1,79,79,76,0.2582,0.0,0.1402,0.082,T2,False,none,0.5,10.5,0.214286,7.333333,19.75,0.888871,2.68254
713f91f9-626d-406b-83dd-26e255faf869,6.0,0.6666666666666666,3.0,16418.64,2736.44,2176.3640486187046,20,1,2.0,3.0,7.0,2.0,1.0,0.8333333333333334,2.0,3.0,3.0,2.0,1.0,0.8333333333333334,0.6666666666666666,2736.44,4931.26,0.30034521738706743,101.82555555555555,13.0,0.0,3.0,0.5,20.0,1.0,51.5,7,18.0,2,2,3,2,2,62,62,111,0.1666,0.018,0.1857,0.1152,T2,False,none,1.0,10.0,0.125,7.333333,20.666667,1.333307,2.819444
e55f64cf-ba06-4e0e-9324-f70b8c43dcb6,1.0,0.1111111111111111,1.0,1973.77,1973.77,0.0,81,0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1111111111111111,1973.77,1973.77,1.0,0.0,11.0,0.0,1.0,1.0,21.0,1.0,12.0,3,3.0,1,1,1,1,1,27,27,51,0.3718,0.0,0.1311,0.0417,T2,False,none,1.0,21.0,0.5,7.333333,13.5,0.11111,2.944444
b99b070e-5b14-4161-adf8-4e696ce63783,1.0,0.1111111111111111,1.0,4325.13,4325.13,0.0,49,1,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.1111111111111111,4325.13,4325.13,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,84.0,3,3.0,1,1,1,1,0,25,25,76,0.2582,0.0,0.1402,0.082,T2,False,none,0.0,18.0,0.0,6.333333,12.5,0.11111,2.111111
460a20e5-3215-4bae-8c76-9ca1961969ba,4.0,0.4444444444444444,3.0,7962.04,1990.51,1472.3666594749195,87,1,1.0,4.0,12.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,0.5,0.4444444444444444,1990.51,4018.26,0.5046771932821237,143.54888888888888,12.0,0.5,1.0,1.0,20.0,0.0,11.0,4,12.0,1,2,1,1,2,35,35,89,0.1793,0.0,0.1827,0.125,T2,False,none,1.5,20.0,0.2,7.333333,17.5,0.44444,3.011111
998ee419-7758-46f6-86a2-4834c2795533,2.0,0.2222222222222222,2.0,2481.81,1240.905,984.2431419369909,75,0,1.0,2.0,11.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.5,0.5,0.2222222222222222,1240.905,1936.87,0.7804263823580371,50.80111111111111,14.0,0.5,2.0,0.5,23.0,1.0,54.5,5,6.0,1,2,2,1,1,54,54,80,0.2171,0.0125,0.1809,0.0448,T2,False,none,0.75,11.5,0.083333,7.833333,27.0,0.444436,2.888889
3932a2c5-af96-4439-8b24-59ba5c89fb8d,5.0,0.5555555555555556,5.0,12183.89,2436.778,1020.7965083796084,97,0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,0.5555555555555556,2436.778,3314.95,0.27207648788687355,197.22583333333333,0.0,0.4,3.0,0.4,19.0,3.0,66.2,5,15.0,1,1,3,1,1,62,63,116,0.1649,0.0086,0.1597,0.0888,T2,False,none,1.0,7.6,0.066667,6.666667,31.0,1.388854,2.577778
e93da551-d4a1-4d60-8dfc-d1af829540dc,3.0,0.3333333333333333,3.0,6323.29,2107.7633333333333,1612.98434636959,35,1,3.0,1.0,12.0,3.0,1.0,0.3333333333333333,2.0,1.5,6.0,2.0,1.0,0.6666666666666666,0.3333333333333333,2107.7633333333333,3967.89,0.6275040366644579,191.205,0.0,0.6666666666666666,3.0,0.3333333333333333,27.0,0.0,30.0,8,9.0,3,2,3,3,2,96,97,66,0.2406,0.0,0.0976,0.0381,T2,False,none,0.75,9.0,0.166667,9.666667,24.0,0.99997,3.527778
bc5d6d03-3c99-453f-8a3d-a40e7b025af0,7.0,0.7777777777777778,4.0,16058.609999999999,2294.0871428571427,1899.2955145677417,76,1,1.0,7.0,8.0,1.0,1.0,1.0,2.0,3.5,7.0,2.0,1.0,0.8571428571428571,0.7777777777777778,2294.0871428571427,4488.23,0.27949056611998174,67.58527777777778,8.0,0.2857142857142857,1.0,1.0,26.0,3.0,96.0,4,21.0,1,2,1,1,2,41,41,90,0.2449,0.0,0.16,0.0677,T2,False,none,1.5,26.0,0.125,9.333333,20.5,0.77777,3.652778
cd3cf048-006e-48d5-af6f-12aa3ac4957d,4.0,0.4444444444444444,2.0,10760.06,2690.015,1312.7572184401297,38,1,1.0,4.0,12.0,1.0,1.0,1.0,2.0,2.0,8.0,2.0,1.0,0.5,0.4444444444444444,2690.015,4563.73,0.4241361107651816,87.7461111111111,7.0,0.0,3.0,0.5,21.0,3.0,65.75,6,12.0,1,2,3,1,2,72,76,89,0.1793,0.0,0.1827,0.125,T2,False,none,1.5,10.5,0.1,7.666667,36.0,0.888871,3.088889
f7cb442b-eeae-4241-905e-b4e00b445dd3,6.0,0.6666666666666666,5.0,18616.370000000003,3102.728333333334,1166.2600256960998,23,0,2.0,3.0,7.0,2.0,1.0,0.8333333333333334,3.0,2.0,4.0,3.0,1.0,0.5,0.6666666666666666,3102.728333333334,4559.35,0.24491079625082654,218.99,15.0,0.3333333333333333,3.0,0.6666666666666666,27.0,2.0,50.5,8,18.0,2,3,3,2,3,81,81,133,0.1685,0.015,0.242,0.0995,T2,False,none,1.333333,18.0,0.166667,9.333333,27.0,0.999985,3.611111
3a846f8c-edd1-4927-acb6-2ec8684036ab,2.0,0.2222222222222222,2.0,4870.0599999999995,2435.0299999999997,1349.9658402344853,70,0,2.0,1.0,5.0,2.0,1.0,0.5,2.0,1.0,3.0,2.0,1.0,0.5,0.2222222222222222,2435.0299999999997,3389.6,0.6960078520593176,55.81194444444444,10.0,0.5,2.0,0.5,21.0,2.0,57.5,6,6.0,2,2,2,2,2,44,44,66,0.2406,0.0,0.0976,0.0381,T2,False,none,1.0,10.5,0.25,7.333333,14.666667,0.444436,2.861111
076c3350-cabd-4d52-a005-ff2cf1acb11e,2.0,0.2222222222222222,2.0,974.11,487.055,48.189327137863195,60,1,2.0,1.0,9.0,2.0,1.0,0.5,1.0,2.0,4.0,1.0,1.0,1.0,0.2222222222222222,487.055,521.13,0.5349806490026794,184.89083333333335,1.0,1.0,2.0,0.5,24.0,1.0,49.0,5,6.0,2,1,2,2,1,57,57,75,0.2032,0.0,0.1287,0.0684,T2,False,none,0.666667,12.0,0.25,8.666667,19.0,0.444436,3.194444
656a8116-347e-4784-bd55-9f003fd875f7,2.0,0.2222222222222222,2.0,5372.75,2686.375,338.4990872218122,20,0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,0.2222222222222222,2686.375,2925.73,0.5445498115490205,17.58361111111111,2.0,1.0,1.0,1.0,17.0,1.0,68.0,3,6.0,1,1,1,1,1,25,25,103,0.138,0.0,0.1496,0.1267,T2,False,none,1.0,17.0,0.333333,6.0,12.5,0.22222,2.444444
473c0211-4071-4e3f-b9b5-be16ce00dd2c,2.0,0.2222222222222222,2.0,2046.47,1023.235,143.182052122464,50,0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.2222222222222222,1023.235,1124.48,0.5494729949620566,49.39472222222222,18.0,0.0,2.0,0.5,28.0,0.0,44.0,4,6.0,1,1,2,1,1,52,52,66,0.2862,0.0,0.1739,0.0673,T2,False,none,1.0,14.0,0.166667,9.666667,26.0,0.444436,3.611111
484df662-b8ca-4eaf-a5ba-a039b9260dba,4.0,0.4444444444444444,4.0,5212.14,1303.035,1047.6038616926405,53,1,1.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,0.75,0.4444444444444444,1303.035,2710.64,0.5200627765178986,197.2577777777778,7.0,0.5,3.0,0.5,21.0,0.0,63.75,6,12.0,1,2,3,1,2,64,64,120,0.1532,0.0,0.1757,0.1412,T2,False,none,1.5,10.5,0.1,7.666667,32.0,0.888871,3.088889
19f5e0dc-005b-4324-82f3-acea6acad174,1.0,0.1111111111111111,1.0,819.19,819.19,0.0,33,0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.1111111111111111,819.19,819.19,1.0,0.0,3.0,1.0,1.0,1.0,23.0,2.0,66.0,3,3.0,1,1,1,1,1,36,36,75,0.2032,0.0,0.1287,0.0684,T2,False,none,1.0,23.0,0.5,8.0,18.0,0.11111,3.166667
82e6a95c-5eb4-43b8-bb74-536275b854ec,6.0,0.6666666666666666,4.0,17265.35,2877.558333333333,1821.7990030672065,52,1,2.0,3.0,7.0,2.0,1.0,0.8333333333333334,1.0,6.0,5.0,1.0,1.0,1.0,0.6666666666666666,2877.558333333333,4694.56,0.2719064484646996,224.96916666666667,9.0,0.3333333333333333,3.0,0.5,24.0,2.0,53.666666666666664,6,18.0,2,1,3,2,1,74,75,66,0.2406,0.0,0.0976,0.0381,T2,False,none,0.666667,12.0,0.125,8.666667,24.666667,1.333307,3.152778
75c372d2-6df8-4b3b-950e-f64a7feae6ce,4.0,0.4444444444444444,4.0,4843.200000000001,1210.8000000000002,1215.6997488141003,86,1,3.0,1.3333333333333333,6.0,3.0,1.0,0.5,2.0,2.0,7.0,2.0,1.0,0.75,0.4444444444444444,1210.8000000000002,2929.82,0.604934753881731,201.99805555555557,2.0,0.5,3.0,0.5,25.0,0.0,37.5,8,12.0,3,2,3,3,2,69,69,116,0.1649,0.0086,0.1597,0.0888,T2,False,none,0.75,12.5,0.214286,9.0,17.25,0.888871,3.321429
82b3327c-2d8e-4706-ab49-d2a5482d5817,3.0,0.3333333333333333,2.0,2199.6,733.1999999999999,78.79156236552234,86,1,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.5,10.0,2.0,1.0,0.6666666666666666,0.3333333333333333,733.1999999999999,778.99,0.3541507546826696,168.3838888888889,15.0,1.0,2.0,0.6666666666666666,26.0,2.0,31.0,5,9.0,1,2,2,1,2,60,60,73,0.2873,0.0,0.1121,0.1053,T2,False,none,1.5,17.333333,0.166667,9.333333,30.0,0.499993,3.666667
16e13ff2-e6c9-4aea-abb2-0044b64e939c,2.0,0.2222222222222222,2.0,5341.53,2670.765,1592.977227724866,85,0,2.0,1.0,7.0,2.0,1.0,0.5,1.0,2.0,6.0,1.0,1.0,1.0,0.2222222222222222,2670.765,3797.17,0.7108768461470778,113.57666666666667,0.0,0.5,2.0,0.5,19.0,1.0,30.5,5,6.0,2,1,2,2,1,51,51,69,0.2545,0.0,0.086,0.0571,T2,False,none,0.666667,9.5,0.25,6.666667,17.0,0.444436,2.527778
5335f919-c1b0-48a4-b7e5-68642d08c872,1.0,0.1111111111111111,1.0,2748.93,2748.93,0.0,35,1,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.1111111111111111,2748.93,2748.93,1.0,0.0,17.0,0.0,1.0,1.0,12.0,0.0,94.0,3,3.0,1,1,1,1,1,20,20,109,0.1797,0.0,0.1985,0.0683,T2,False,none,1.0,12.0,0.5,4.666667,10.0,0.11111,2.055556
5a333e0c-67d5-423e-a6d3-c2f51e155c27,2.0,0.2222222222222222,2.0,630.04,315.02,333.38670519383345,97,0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,0.5,0.2222222222222222,315.02,550.76,0.8741667195733605,24.94638888888889,14.0,0.0,1.0,1.0,28.0,2.0,17.0,4,6.0,1,2,1,1,2,34,36,99,0.2214,0.0,0.1818,0.1046,T2,False,none,1.5,28.0,0.333333,9.666667,17.0,0.22222,3.833333
3bd13bd3-0d31-4d5b-ad0f-5cdd0d3b6ad9,7.0,0.7777777777777778,5.0,17523.34,2503.3342857142857,1853.5025689385773,72,1,2.0,3.5,9.0,2.0,1.0,0.5714285714285714,1.0,7.0,4.0,1.0,1.0,1.0,0.7777777777777778,2503.3342857142857,4609.08,0.2630251995338788,220.52777777777777,2.0,0.5714285714285714,1.0,1.0,20.0,2.0,93.0,4,21.0,2,1,1,2,1,34,34,111,0.1666,0.018,0.1857,0.1152,T2,False,none,0.666667,20.0,0.222222,7.333333,11.333333,0.77777,2.740741
d6349704-c681-4cd7-a0ef-5d63304baa16,2.0,0.2222222222222222,2.0,7050.23,3525.115,527.0278972217699,42,0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,0.5,0.2222222222222222,3525.115,3897.78,0.552858559224309,103.16111111111111,5.0,0.5,2.0,0.5,19.0,1.0,35.0,5,6.0,1,2,2,1,2,48,48,90,0.2449,0.0,0.16,0.0677,T2,False,none,1.5,9.5,0.166667,6.666667,24.0,0.444436,2.777778
d29b52b7-3d94-4aa7-82b5-24c4ceaab8e6,4.0,0.4444444444444444,4.0,10382.02,2595.505,1532.350617678604,90,1,2.0,2.0,6.0,2.0,1.0,0.75,2.0,2.0,4.0,2.0,1.0,0.75,0.4444444444444444,2595.505,4773.17,0.45975349691100575,181.4875,2.0,0.5,3.0,0.5,25.0,1.0,48.5,7,12.0,2,2,3,2,2,61,62,66,0.3217,0.0,0.1383,0.0816,T2,False,none,1.0,12.5,0.166667,9.0,20.333333,0.888871,3.388889
ebc08841-9a69-4061-b03c-cca9c34e9577,1.0,0.1111111111111111,1.0,1121.77,1121.77,0.0,44,1,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.1111111111111111,1121.77,1121.77,1.0,0.0,7.0,1.0,1.0,1.0,25.0,1.0,74.0,3,3.0,1,1,1,1,1,31,32,111,0.1666,0.018,0.1857,0.1152,T2,False,none,1.0,25.0,0.5,9.0,15.5,0.11111,3.5
d468e169-b714-4065-8f24-0a3ea23b6ad6,5.0,0.5555555555555556,4.0,9315.66,1863.132,1572.2563966541845,47,0,3.0,1.6666666666666667,9.0,3.0,1.0,0.6,3.0,1.6666666666666667,6.0,3.0,1.0,0.4,0.5555555555555556,1863.132,4615.43,0.4954485243128238,208.0247222222222,0.0,0.2,2.0,0.6,21.0,3.0,71.4,8,15.0,3,3,2,3,3,57,58,120,0.1532,0.0,0.1757,0.1412,T2,False,none,1.0,12.6,0.225,7.333333,14.25,0.92591,2.852778
404c7bcc-2d6d-4fda-a76a-6b32ba89a4fe,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,T2,False,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80c1311b-0fd8-4015-b178-bd3dae90f7e6,0.0,0.0,0.0,0.0,0.0,0.0,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,T2,False,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc9b05b3-2bf4-455c-974a-09d5a7a376ce,1.0,0.1111111111111111,1.0,2473.76,2473.76,0.0,73,0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.1111111111111111,2473.76,2473.76,1.0,0.0,2.0,0.0,1.0,1.0,20.0,2.0,17.0,3,3.0,1,1,1,1,1,24,24,90,0.2449,0.0,0.16,0.0677,T2,False,none,1.0,20.0,0.5,7.0,12.0,0.11111,2.833333
8289a4d6-f054-4376-8faa-53e8c2c94082,2.0,0.2222222222222222,2.0,7701.33,3850.665,86.82564166189614,53,1,2.0,1.0,10.0,2.0,1.0,0.5,2.0,1.0,3.0,2.0,1.0,0.5,0.2222222222222222,3850.665,3912.06,0.5079719996416203,153.255,3.0,0.5,1.0,1.0,24.0,2.0,94.0,5,6.0,2,2,1,2,2,39,39,66,0.2406,0.0,0.0976,0.0381,T2,False,none,1.0,24.0,0.5,8.666667,13.0,0.22222,3.388889
d65f89e8-fa5f-420b-a113-dddc66861ec3,4.0,0.4444444444444444,3.0,13225.619999999999,3306.4049999999997,770.8354771501721,54,0,1.0,4.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.4444444444444444,3306.4049999999997,4213.39,0.3185778814150112,168.94083333333333,8.0,0.75,1.0,1.0,15.0,3.0,87.0,3,12.0,1,1,1,1,1,25,25,89,0.1793,0.0,0.1827,0.125,T2,False,none,1.0,15.0,0.2,5.333333,12.5,0.44444,2.177778
e6b65ea1-8307-4cad-b2e8-6418b7b7e089,5.0,0.5555555555555556,4.0,8246.95,1649.39,1138.1549407484026,41,0,2.0,2.5,6.0,2.0,1.0,0.8,2.0,2.5,4.0,2.0,1.0,0.8,0.5555555555555556,1649.39,3189.65,0.3867672290968176,159.8538888888889,4.0,0.2,3.0,0.6,26.0,2.0,42.4,7,15.0,2,2,3,2,2,79,81,109,0.1797,0.0,0.1985,0.0683,T2,False,none,1.0,15.6,0.171429,9.0,26.333333,0.92591,3.390476
