phase,account_node,account_id,is_fraud_account,degree,weighted_degree,connected_device_count,connected_ip_count,connected_merchant_count,shared_device_count,shared_ip_count,proj_degree,proj_weighted_degree,community_id_louvain,community_id_lpa
T1,account:1c3ba851-70b0-428b-934d-7e5e4f6586ff,1c3ba851-70b0-428b-934d-7e5e4f6586ff,False,3,3.0,1,1,1,1,1,30,30,77,0
T1,account:a4c177cd-7a24-4dff-827c-bfed8ec272f9,a4c177cd-7a24-4dff-827c-bfed8ec272f9,False,3,3.0,1,1,1,1,1,29,29,94,0
T1,account:7d6032ae-2bf0-4519-bdf5-fd43553ef91f,7d6032ae-2bf0-4519-bdf5-fd43553ef91f,False,4,6.0,1,2,1,1,2,32,32,75,0
T1,account:8208f49f-4942-4da1-9b91-f55b7e88b5c8,8208f49f-4942-4da1-9b91-f55b7e88b5c8,False,6,21.0,4,1,1,4,1,42,44,71,0
T1,account:150a6d3a-8af3-48db-93d3-8f90c3a42423,150a6d3a-8af3-48db-93d3-8f90c3a42423,False,7,9.0,2,2,3,2,2,67,67,17,0
T1,account:ccafbb14-067a-48f9-83d6-87bc78282058,ccafbb14-067a-48f9-83d6-87bc78282058,False,6,9.0,2,2,2,2,2,65,66,77,0
T1,account:d50586ae-7eb3-423e-aa4e-894e0483c536,d50586ae-7eb3-423e-aa4e-894e0483c536,False,8,12.0,2,3,3,2,3,76,77,63,0
T1,account:c486a064-0a25-40f8-a4de-5505d2da8f8e,c486a064-0a25-40f8-a4de-5505d2da8f8e,False,4,6.0,2,1,1,2,1,43,44,76,0
T1,account:91bcdee7-e196-42a8-88d2-9d2884338e4f,91bcdee7-e196-42a8-88d2-9d2884338e4f,False,5,12.0,1,1,3,1,1,58,58,82,0
T1,account:0147fe94-8cf6-4bea-914b-d26c2d38c966,0147fe94-8cf6-4bea-914b-d26c2d38c966,False,6,12.0,2,1,3,2,1,76,79,17,0
T1,account:0aa8a202-2a00-4b69-bcc9-a6c95d157d2a,0aa8a202-2a00-4b69-bcc9-a6c95d157d2a,False,3,6.0,1,1,1,1,1,26,26,94,0
T1,account:60d76671-f3bc-4b0e-90d2-782c7337a7dd,60d76671-f3bc-4b0e-90d2-782c7337a7dd,False,3,9.0,1,1,1,1,1,30,31,73,0
T1,account:b8719caa-f404-41f6-a476-d28a1a5c0860,b8719caa-f404-41f6-a476-d28a1a5c0860,False,4,12.0,1,1,2,1,1,58,58,63,0
T1,account:61fc2c08-20c1-493c-b54d-8f214874b970,61fc2c08-20c1-493c-b54d-8f214874b970,False,8,21.0,2,3,3,2,3,62,63,63,0
T1,account:980c53a0-c135-49a8-9ed5-001389d88741,980c53a0-c135-49a8-9ed5-001389d88741,False,3,3.0,1,1,1,1,1,30,30,68,0
T1,account:64fc78f4-efb2-4e81-8e73-98030779f667,64fc78f4-efb2-4e81-8e73-98030779f667,False,5,15.0,1,2,2,1,2,52,53,63,0
T1,account:b4cdae6a-b340-4000-bb8c-a5f319245bdc,b4cdae6a-b340-4000-bb8c-a5f319245bdc,False,4,9.0,1,1,2,1,1,46,46,94,0
T1,account:06b952ba-596a-427d-a229-4e8197a14d52,06b952ba-596a-427d-a229-4e8197a14d52,False,0,0.0,0,0,0,0,0,0,0,2,3
T1,account:e2faecf3-267c-4289-b576-9f3ad62d78f4,e2faecf3-267c-4289-b576-9f3ad62d78f4,False,5,12.0,2,1,2,2,1,55,56,73,0
T1,account:e0f9edda-eed9-46cd-8d81-94022774897f,e0f9edda-eed9-46cd-8d81-94022774897f,False,4,6.0,1,1,2,1,1,47,47,23,0
T1,account:ec33d997-e384-47f0-b7fc-293ebb4bfab9,ec33d997-e384-47f0-b7fc-293ebb4bfab9,False,6,18.0,1,3,2,1,3,66,67,15,0
T1,account:42a8a15c-0c00-4fb6-9df7-e010074b21cd,42a8a15c-0c00-4fb6-9df7-e010074b21cd,False,5,15.0,1,2,2,1,2,44,46,76,0
T1,account:73fc9c10-5813-4c33-99c2-2165b3963ba8,73fc9c10-5813-4c33-99c2-2165b3963ba8,False,0,0.0,0,0,0,0,0,0,0,3,4
T1,account:0eaa1cd0-0e28-4bef-a0f4-0014c30e8da0,0eaa1cd0-0e28-4bef-a0f4-0014c30e8da0,False,5,9.0,1,1,3,1,1,65,65,81,0
T1,account:84193481-e50e-46b2-a8f2-72eadf1e2dc6,84193481-e50e-46b2-a8f2-72eadf1e2dc6,False,4,9.0,1,2,1,1,2,34,35,48,0
T1,account:f4f5ec01-03eb-43d1-989f-a8aebdfc75bb,f4f5ec01-03eb-43d1-989f-a8aebdfc75bb,False,6,9.0,1,2,3,1,2,76,76,28,0
T1,account:f232c39a-bd79-49bb-a055-8192d3c95d19,f232c39a-bd79-49bb-a055-8192d3c95d19,False,5,12.0,2,1,2,2,1,58,58,77,0
T1,account:cfd636f4-3e1d-443f-9bda-93d2766dec00,cfd636f4-3e1d-443f-9bda-93d2766dec00,False,4,6.0,1,2,1,1,1,19,19,75,0
T1,account:5de1b33c-3bba-471e-8cb9-7dc382dbd597,5de1b33c-3bba-471e-8cb9-7dc382dbd597,False,4,6.0,2,1,1,2,1,40,40,75,0
T1,account:40019aff-f6cd-49cf-b463-5537542cce6d,40019aff-f6cd-49cf-b463-5537542cce6d,False,8,15.0,3,2,3,3,2,85,88,82,0
T1,account:622e7717-f642-4ef9-af91-c2d21c80018f,622e7717-f642-4ef9-af91-c2d21c80018f,False,6,12.0,2,1,3,2,1,60,60,73,0
T1,account:23a20b72-d8fc-49ec-8db8-715b62082c0a,23a20b72-d8fc-49ec-8db8-715b62082c0a,False,3,3.0,1,1,1,1,1,31,32,75,0
T1,account:d192e2d0-a927-4c72-890c-c43372a1e127,d192e2d0-a927-4c72-890c-c43372a1e127,False,6,15.0,1,1,4,1,1,92,93,50,0
T1,account:7d71bae7-b10c-479d-a4be-2e68e92eb747,7d71bae7-b10c-479d-a4be-2e68e92eb747,False,3,3.0,1,1,1,1,1,34,34,17,0
T1,account:3065b03f-8f4c-4557-b95b-bb2a3de99ee3,3065b03f-8f4c-4557-b95b-bb2a3de99ee3,False,6,9.0,2,2,2,2,2,62,63,94,0
T1,account:8cce4cbb-0e25-45ca-902d-588790b69f59,8cce4cbb-0e25-45ca-902d-588790b69f59,False,7,15.0,2,2,3,2,2,90,93,48,0
T1,account:f8c35a4c-7e4a-4732-8e21-f9c97bebb134,f8c35a4c-7e4a-4732-8e21-f9c97bebb134,False,3,3.0,1,1,1,1,1,27,27,76,0
T1,account:ef54e254-7c9a-41b4-b07b-a577c0b1ee20,ef54e254-7c9a-41b4-b07b-a577c0b1ee20,False,5,6.0,1,2,2,1,2,61,63,50,0
T1,account:98c33ad2-ccb1-48d4-975c-93d23edc0d90,98c33ad2-ccb1-48d4-975c-93d23edc0d90,False,3,6.0,1,1,1,1,1,32,33,73,0
T1,account:0aa68bf4-13da-4a58-a1ff-c6d5176787f6,0aa68bf4-13da-4a58-a1ff-c6d5176787f6,False,5,12.0,2,2,1,2,2,26,26,94,0
T1,account:2e426eee-5f39-483c-a6a3-5fc3a0bf6c47,2e426eee-5f39-483c-a6a3-5fc3a0bf6c47,False,5,12.0,1,2,2,1,2,37,37,11,0
T1,account:b8ca8176-0ea7-47c9-9334-7ea10e146f39,b8ca8176-0ea7-47c9-9334-7ea10e146f39,False,7,12.0,2,3,2,2,3,55,56,50,0
T1,account:88149219-6ee7-41f7-8dee-e871edf84ced,88149219-6ee7-41f7-8dee-e871edf84ced,False,3,3.0,1,1,1,1,1,27,27,28,0
T1,account:776e7326-2ff1-491d-bcbc-623fe8bf3676,776e7326-2ff1-491d-bcbc-623fe8bf3676,False,5,12.0,1,3,1,1,2,30,30,28,0
T1,account:415cd5a5-3420-460a-b352-a4dfde21553c,415cd5a5-3420-460a-b352-a4dfde21553c,False,4,12.0,1,2,1,1,2,30,30,17,0
T1,account:23da31f4-91d0-4e31-8155-0d13ea469bc4,23da31f4-91d0-4e31-8155-0d13ea469bc4,False,4,6.0,1,2,1,1,2,24,24,63,0
T1,account:468fba4a-f9d4-40fc-a242-ae38bd9d466b,468fba4a-f9d4-40fc-a242-ae38bd9d466b,False,4,15.0,2,1,1,2,1,37,37,63,0
T1,account:7b7572b6-31bc-45a4-b379-ba3e2c3f9faf,7b7572b6-31bc-45a4-b379-ba3e2c3f9faf,False,0,0.0,0,0,0,0,0,0,0,4,5
T1,account:2aee602e-2d2d-43c9-af88-99a3a4cc5289,2aee602e-2d2d-43c9-af88-99a3a4cc5289,False,3,3.0,1,1,1,1,1,23,23,75,0
T1,account:5957c074-578d-4877-bf68-8bf76ba7c058,5957c074-578d-4877-bf68-8bf76ba7c058,False,4,6.0,1,1,2,1,1,48,48,28,0
T1,account:036d81a0-4a01-4327-b2e0-ffc098dabc9d,036d81a0-4a01-4327-b2e0-ffc098dabc9d,False,5,21.0,1,2,2,1,2,45,47,11,0
T1,account:510850a0-b6fb-4565-adc0-69e591ed7759,510850a0-b6fb-4565-adc0-69e591ed7759,False,5,12.0,2,2,1,2,2,34,36,78,0
T1,account:5bfd3293-38ff-4d25-9149-8ba112e3eec6,5bfd3293-38ff-4d25-9149-8ba112e3eec6,False,5,6.0,1,2,2,1,1,55,55,77,0
T1,account:c2352304-2d26-4545-9c6b-7f8292f1c116,c2352304-2d26-4545-9c6b-7f8292f1c116,False,8,12.0,2,3,3,2,3,80,81,71,0
T1,account:2578ecbc-f996-4be9-a1fc-17dca2beb699,2578ecbc-f996-4be9-a1fc-17dca2beb699,False,3,6.0,1,1,1,1,1,21,21,75,0
T1,account:6d85ac50-60df-435a-ab70-38cca8588f6d,6d85ac50-60df-435a-ab70-38cca8588f6d,False,8,12.0,2,2,4,2,2,87,87,63,0
T1,account:318cd637-aa54-40d0-8842-f8cec9a3098b,318cd637-aa54-40d0-8842-f8cec9a3098b,False,6,12.0,2,1,3,2,1,77,79,11,0
T1,account:5abf90fe-cda4-48b8-82c4-03a7fb07097c,5abf90fe-cda4-48b8-82c4-03a7fb07097c,False,5,6.0,2,2,1,2,2,52,52,23,0
T1,account:801b78e4-f11d-45d3-8c4f-e2af0ab08869,801b78e4-f11d-45d3-8c4f-e2af0ab08869,False,5,9.0,1,2,2,1,2,59,59,15,0
T1,account:fc04b9b0-f67f-4b38-90ba-5452284175c8,fc04b9b0-f67f-4b38-90ba-5452284175c8,False,3,6.0,1,1,1,1,1,30,30,75,0
T1,account:a7988e8d-21b9-4450-80dd-1e298a654b0b,a7988e8d-21b9-4450-80dd-1e298a654b0b,False,3,3.0,1,1,1,1,1,34,34,11,0
T1,account:faa8f430-60b2-4011-a77c-7770794d1c72,faa8f430-60b2-4011-a77c-7770794d1c72,False,6,12.0,1,3,2,1,3,55,55,82,0
T1,account:a273f372-3663-46b5-9207-83315617845a,a273f372-3663-46b5-9207-83315617845a,False,0,0.0,0,0,0,0,0,0,0,5,6
T1,account:6ca8d766-b459-4150-baa0-68367be56503,6ca8d766-b459-4150-baa0-68367be56503,False,6,21.0,2,2,2,2,2,52,52,94,0
T1,account:b48a22ca-4947-462d-a80a-710823eba0e0,b48a22ca-4947-462d-a80a-710823eba0e0,False,5,9.0,2,2,1,2,2,32,32,78,0
T1,account:d398cd53-4aa0-4d67-bc5c-4054af682382,d398cd53-4aa0-4d67-bc5c-4054af682382,False,5,9.0,2,1,2,2,1,39,39,94,0
T1,account:26fadd5c-17f2-499f-9da7-f4f82247a9fb,26fadd5c-17f2-499f-9da7-f4f82247a9fb,False,3,6.0,1,1,1,1,0,27,27,78,0
T1,account:fb3fd36d-020b-4d12-8679-95e4711447c8,fb3fd36d-020b-4d12-8679-95e4711447c8,False,5,6.0,2,1,2,2,1,59,59,75,0
T1,account:8128cf19-9663-4fde-b4d7-f0afbee596c0,8128cf19-9663-4fde-b4d7-f0afbee596c0,False,7,15.0,2,2,3,2,2,70,71,23,0
T1,account:ee946044-e832-4bb1-abda-d8d304d6a190,ee946044-e832-4bb1-abda-d8d304d6a190,False,3,3.0,1,1,1,1,1,25,25,94,0
T1,account:d7f874f0-0346-42fc-a281-4328f3dc0316,d7f874f0-0346-42fc-a281-4328f3dc0316,False,0,0.0,0,0,0,0,0,0,0,6,7
T1,account:e6803a4f-6202-4191-84c4-5a3c428d28e3,e6803a4f-6202-4191-84c4-5a3c428d28e3,False,5,12.0,1,2,2,1,2,53,53,71,0
T1,account:cd2fbc35-818d-4616-beb3-d90e23087a3b,cd2fbc35-818d-4616-beb3-d90e23087a3b,False,5,12.0,2,2,1,2,1,28,28,50,0
T1,account:a46358c3-bb99-480d-b76d-33ec27622d82,a46358c3-bb99-480d-b76d-33ec27622d82,False,5,6.0,1,2,2,0,1,49,50,33,0
T1,account:1badb6ac-e013-43a9-bb46-120ef5a4ee7c,1badb6ac-e013-43a9-bb46-120ef5a4ee7c,False,3,3.0,1,1,1,1,1,21,21,63,0
T1,account:700db73f-b54b-493e-966b-7d2fc56bc3f2,700db73f-b54b-493e-966b-7d2fc56bc3f2,False,4,6.0,1,2,1,1,2,31,31,75,0
T1,account:3de58b41-9b38-47b6-9979-ff3b813c9a20,3de58b41-9b38-47b6-9979-ff3b813c9a20,False,4,12.0,1,2,1,1,2,34,34,73,0
T1,account:84b017f2-cec9-4989-a13a-74a8e03408cf,84b017f2-cec9-4989-a13a-74a8e03408cf,False,3,9.0,1,1,1,1,1,24,24,94,0
T1,account:f7360877-a17b-4b1a-a360-c90d2e47059e,f7360877-a17b-4b1a-a360-c90d2e47059e,False,7,18.0,2,2,3,2,2,75,76,23,0
T1,account:b1adc06b-f1dd-4eb2-ab49-578b4223cf3c,b1adc06b-f1dd-4eb2-ab49-578b4223cf3c,False,4,9.0,1,2,1,1,2,40,40,23,0
T1,account:cf4d921a-730e-4d0f-89a8-c8e53990bc79,cf4d921a-730e-4d0f-89a8-c8e53990bc79,False,6,9.0,2,2,2,2,2,66,66,17,0
T1,account:0758f52e-4964-4c07-8bff-c4e421e075bd,0758f52e-4964-4c07-8bff-c4e421e075bd,False,4,12.0,1,2,1,1,2,42,42,78,0
T1,account:96c8277a-3aa4-4f3c-a55b-99fa82490b26,96c8277a-3aa4-4f3c-a55b-99fa82490b26,False,5,12.0,2,2,1,2,1,36,36,78,0
T1,account:f2650b4a-9726-44a1-aaf6-35e800de66f7,f2650b4a-9726-44a1-aaf6-35e800de66f7,False,5,6.0,2,1,2,2,0,48,48,33,0
T1,account:dbac93c8-fa92-4a30-8038-709195106d3b,dbac93c8-fa92-4a30-8038-709195106d3b,False,8,15.0,3,2,3,3,2,92,95,11,0
T1,account:a1b5f9e8-aef4-45d3-8ac4-ef265cf95d7c,a1b5f9e8-aef4-45d3-8ac4-ef265cf95d7c,False,6,12.0,1,2,3,1,2,60,61,17,0
T1,account:974b9dc6-216a-4be9-9df3-318f620aff16,974b9dc6-216a-4be9-9df3-318f620aff16,False,7,15.0,3,2,2,3,2,54,54,17,0
T1,account:c611ea80-bd3c-4ebe-8f8d-6c8f96f43f37,c611ea80-bd3c-4ebe-8f8d-6c8f96f43f37,False,5,9.0,2,2,1,2,2,27,27,33,0
T1,account:04b9548c-8733-4f2a-9349-7925bed6764d,04b9548c-8733-4f2a-9349-7925bed6764d,False,8,15.0,3,2,3,3,2,85,86,58,0
T1,account:2b2c546e-f804-4dd2-bce2-183a2c0c47c8,2b2c546e-f804-4dd2-bce2-183a2c0c47c8,False,6,15.0,2,1,3,2,1,80,81,50,0
T1,account:bc53bac2-e262-4ced-a524-c7843761f0ad,bc53bac2-e262-4ced-a524-c7843761f0ad,False,5,9.0,1,2,2,1,2,51,51,81,0
T1,account:cf4816d5-8f37-41aa-b29f-22c2af84048b,cf4816d5-8f37-41aa-b29f-22c2af84048b,False,7,12.0,2,2,3,2,2,59,61,68,0
T1,account:73ed1c08-5b47-490e-b744-aeefeb2c3a7d,73ed1c08-5b47-490e-b744-aeefeb2c3a7d,False,6,12.0,1,2,3,1,1,72,73,77,0
T1,account:80042292-e1b5-440c-8782-657b087721ce,80042292-e1b5-440c-8782-657b087721ce,False,8,12.0,4,2,2,4,2,66,66,50,0
T1,account:a67a3387-e7e1-4f17-b45e-dcc3e3b4ee66,a67a3387-e7e1-4f17-b45e-dcc3e3b4ee66,False,7,15.0,2,2,3,2,2,80,83,75,0
T1,account:a3b7bb5c-6ce4-498d-9547-47ef4505ade6,a3b7bb5c-6ce4-498d-9547-47ef4505ade6,False,3,15.0,1,1,1,1,1,27,27,11,0
T1,account:cf5e438d-1368-4cf7-a45d-8ab2f49bed99,cf5e438d-1368-4cf7-a45d-8ab2f49bed99,False,7,15.0,2,2,3,2,1,74,75,81,0
T1,account:d4e2098d-e45d-48c9-becd-3fbb2fbf569b,d4e2098d-e45d-48c9-becd-3fbb2fbf569b,False,0,0.0,0,0,0,0,0,0,0,7,8
T1,account:9a69008f-eefb-43a3-9b69-939ccde56aa1,9a69008f-eefb-43a3-9b69-939ccde56aa1,False,3,3.0,1,1,1,1,1,25,25,94,0
T1,account:d33f10ec-bed5-430a-8220-854e34e49f58,d33f10ec-bed5-430a-8220-854e34e49f58,False,4,12.0,2,1,1,2,1,50,53,15,0
T1,account:ed794c60-ae02-4027-80a6-5402bd47b79a,ed794c60-ae02-4027-80a6-5402bd47b79a,False,6,9.0,1,2,3,1,2,65,65,73,0
T1,account:243e9d05-bf22-4eb2-a9af-f5b3c7aa59be,243e9d05-bf22-4eb2-a9af-f5b3c7aa59be,False,0,0.0,0,0,0,0,0,0,0,8,9
T1,account:3f3f20a6-ef71-4e67-b96d-3a3633d26e6b,3f3f20a6-ef71-4e67-b96d-3a3633d26e6b,False,6,21.0,2,1,3,2,1,73,76,28,0
T1,account:44e4a6cf-d07d-41d8-8287-0d114b3dd0f5,44e4a6cf-d07d-41d8-8287-0d114b3dd0f5,False,4,6.0,1,1,2,1,1,54,54,17,0
T1,account:814d7362-54df-4406-be68-8a1b07257f0e,814d7362-54df-4406-be68-8a1b07257f0e,False,3,6.0,1,1,1,1,1,29,30,76,0
T1,account:456e5362-7ccb-4ce2-8893-7e9efda64f9b,456e5362-7ccb-4ce2-8893-7e9efda64f9b,False,9,18.0,3,3,3,3,2,86,91,58,0
T1,account:eec272d0-d38b-49fa-8169-bad13a47705b,eec272d0-d38b-49fa-8169-bad13a47705b,False,4,15.0,1,1,2,1,1,46,47,78,0
T1,account:a211470e-810c-4b5c-9470-64b9897f08ef,a211470e-810c-4b5c-9470-64b9897f08ef,False,5,6.0,2,1,2,2,1,46,47,23,0
T1,account:77d4450b-29b6-4f79-b137-0be74032f0bb,77d4450b-29b6-4f79-b137-0be74032f0bb,False,5,6.0,2,1,2,2,1,71,72,15,0
T1,account:7ac68529-04ef-4058-a1c1-4212e5494124,7ac68529-04ef-4058-a1c1-4212e5494124,False,4,12.0,1,2,1,1,2,33,33,94,0
T1,account:c2c4239c-cc8b-4585-b852-21c0d2b5f510,c2c4239c-cc8b-4585-b852-21c0d2b5f510,False,4,6.0,1,2,1,1,2,25,25,50,0
T1,account:d7ca184c-21ac-43de-8686-185fe810adec,d7ca184c-21ac-43de-8686-185fe810adec,False,6,12.0,2,2,2,2,2,42,43,73,0
T1,account:64acad15-e93b-4fdc-831a-56ff8eb54ac2,64acad15-e93b-4fdc-831a-56ff8eb54ac2,False,6,12.0,1,1,4,1,1,93,94,33,0
T1,account:15a0088a-d959-4756-be32-aff65e383523,15a0088a-d959-4756-be32-aff65e383523,False,4,18.0,1,2,1,1,2,32,32,11,0
T1,account:25534577-b49b-42ee-bdd9-430e442f4304,25534577-b49b-42ee-bdd9-430e442f4304,False,4,12.0,1,2,1,1,2,28,28,58,0
T1,account:942d647f-6689-45fb-9d00-beb20457dcb0,942d647f-6689-45fb-9d00-beb20457dcb0,False,4,6.0,1,1,2,1,0,46,46,71,0
T1,account:b473d92f-eea9-4db5-8cbb-c7bb2a1c90cb,b473d92f-eea9-4db5-8cbb-c7bb2a1c90cb,False,6,15.0,1,3,2,1,2,53,54,11,0
T1,account:303d8c3e-9443-4c6d-a86b-3f16e1e6172c,303d8c3e-9443-4c6d-a86b-3f16e1e6172c,False,7,18.0,2,2,3,2,2,77,78,71,0
